word,type,pos,stemmed,priorpolarity
shrug,weaksubj,verb,y,negative
shun,strongsubj,verb,y,negative
shunned,strongsubj,adj,n,negative
shy,strongsubj,adj,n,negative
shyly,strongsubj,adverb,n,negative
shyness,strongsubj,noun,n,negative
sick,weaksubj,adj,n,negative
sicken,weaksubj,verb,y,negative
sickly,strongsubj,adverb,n,negative
sickening,strongsubj,adj,n,negative
sickening,strongsubj,anypos,n,negative
sickeningly,strongsubj,anypos,n,negative
sickness,weaksubj,noun,n,negative
sidetrack,strongsubj,verb,y,negative
sidetracked,strongsubj,adj,n,negative
siege,weaksubj,noun,n,negative
signals,weaksubj,adj,n,neutral
signals,weaksubj,noun,n,neutral
significant,weaksubj,adj,n,positive
significance,weaksubj,noun,n,positive
signify,weaksubj,verb,y,positive
sillily,strongsubj,anypos,n,negative
silly,strongsubj,anypos,n,negative
simmer,strongsubj,verb,y,negative
simple,weaksubj,adj,n,positive
simplicity,strongsubj,noun,n,positive
simplified,weaksubj,adj,n,positive
simplify,weaksubj,verb,y,positive
simplistic,strongsubj,adj,n,negative
simplistic,strongsubj,noun,n,negative
simplistically,strongsubj,anypos,n,negative
simply,weaksubj,anypos,y,neutral
sin,strongsubj,adj,n,negative
sin,strongsubj,noun,n,negative
sinful,strongsubj,adj,n,negative
sinfully,strongsubj,adverb,n,negative
sincere,strongsubj,adj,n,positive
sincerely,strongsubj,anypos,n,positive
sincerity,weaksubj,adj,n,positive
sincerity,weaksubj,noun,n,positive
sinister,strongsubj,adj,n,negative
sinisterly,strongsubj,anypos,n,negative
sinking,weaksubj,adj,n,negative
sinking,weaksubj,noun,n,negative
skeletons,strongsubj,adj,n,negative
skeletons,strongsubj,noun,n,negative
skeptical,strongsubj,adj,n,negative
skeptical,strongsubj,noun,n,negative
skeptically,strongsubj,anypos,n,negative
skepticism,strongsubj,adj,n,negative
skepticism,strongsubj,noun,n,negative
sketchy,weaksubj,adj,n,negative
skill,weaksubj,noun,n,positive
skilled,weaksubj,adj,n,positive
skillful,strongsubj,adj,n,positive
skillful,strongsubj,noun,n,positive
skillfully,strongsubj,adverb,n,positive
skimpy,weaksubj,adj,n,negative
skittish,strongsubj,adj,n,negative
skittish,strongsubj,anypos,y,negative
skittishly,strongsubj,anypos,n,negative
skulk,strongsubj,verb,y,negative
slack,weaksubj,adj,n,negative
slander,strongsubj,noun,n,negative
slander,strongsubj,verb,y,negative
slanderer,strongsubj,noun,n,negative
slanderous,strongsubj,adj,n,negative
slanderously,strongsubj,anypos,n,negative
slanders,strongsubj,adj,n,negative
slanders,strongsubj,noun,n,negative
slap,strongsubj,verb,y,negative
slashing,strongsubj,adj,n,negative
slashing,strongsubj,noun,n,negative
slaughter,weaksubj,adj,n,negative
slaughter,weaksubj,noun,n,negative
slaughter,weaksubj,verb,y,negative
slaughtered,weaksubj,adj,n,negative
slaves,strongsubj,adj,n,negative
slaves,strongsubj,noun,n,negative
sleazy,strongsubj,adj,n,negative
sleek,weaksubj,adj,n,positive
sleepy,weaksubj,adj,n,neutral
slender,weaksubj,adj,n,positive
slight,weaksubj,adj,n,negative
slight,weaksubj,noun,n,negative
slight,weaksubj,verb,y,negative
slightly,weaksubj,adverb,n,negative
slim,weaksubj,adj,n,positive
slim,weaksubj,noun,n,positive
slime,strongsubj,noun,n,negative
sloppy,strongsubj,adj,n,negative
sloppily,strongsubj,adverb,n,negative
sloth,strongsubj,noun,n,negative
slothful,strongsubj,adj,n,negative
slow,weaksubj,adj,n,negative
slowly,weaksubj,adverb,n,negative
slow-moving,weaksubj,adj,n,negative
slug,weaksubj,noun,n,negative
sluggish,weaksubj,adj,n,negative
slump,weaksubj,adj,n,negative
slump,weaksubj,noun,n,negative
slur,strongsubj,noun,n,negative
sly,strongsubj,adj,n,negative
smack,strongsubj,adj,n,negative
smack,strongsubj,noun,n,negative
smart,strongsubj,adj,n,positive
smart,strongsubj,verb,y,positive
smarter,strongsubj,adj,n,positive
smartest,strongsubj,anypos,n,positive
smartly,strongsubj,anypos,n,positive
smash,weaksubj,noun,n,negative
smash,weaksubj,verb,y,negative
smear,weaksubj,verb,y,negative
smelling,weaksubj,anypos,y,negative
smile,strongsubj,noun,n,positive
smile,strongsubj,verb,y,positive
smiling,strongsubj,adj,n,positive
smilingly,strongsubj,adverb,n,positive
smitten,strongsubj,verb,y,positive
smokescreen,strongsubj,adj,n,negative
smokescreen,strongsubj,noun,n,negative
smolder,strongsubj,verb,y,negative
smoldering,strongsubj,adj,n,negative
smooth,weaksubj,adj,n,positive
smother,strongsubj,verb,y,negative
smoulder,strongsubj,verb,y,negative
smouldering,strongsubj,anypos,n,negative
smug,strongsubj,adj,n,negative
smugly,strongsubj,adverb,n,negative
smut,strongsubj,noun,n,negative
smuttier,strongsubj,adj,n,negative
smuttiest,strongsubj,adj,n,negative
smutty,strongsubj,adj,n,negative
snare,weaksubj,noun,n,negative
snarl,weaksubj,noun,n,negative
snarl,weaksubj,verb,y,negative
snatch,weaksubj,verb,y,negative
sneak,weaksubj,noun,n,negative
sneak,weaksubj,verb,y,negative
sneakily,weaksubj,adverb,n,negative
sneaky,weaksubj,adj,n,negative
sneer,strongsubj,noun,n,negative
sneer,strongsubj,verb,y,negative
sneering,strongsubj,anypos,n,negative
sneeringly,strongsubj,anypos,n,negative
snub,strongsubj,verb,y,negative
so,weaksubj,anypos,y,neutral
so-cal,strongsubj,adj,n,negative
so-called,strongsubj,anypos,n,negative
sob,strongsubj,verb,y,negative
sober,strongsubj,adj,n,negative
sober,weaksubj,verb,y,negative
sobering,strongsubj,adj,n,negative
sociable,strongsubj,adj,n,positive
soft-spoken,weaksubj,adj,n,positive
soften,strongsubj,adj,n,positive
soften,strongsubj,noun,n,positive
soften,strongsubj,verb,y,positive
solace,strongsubj,verb,y,positive
solemn,weaksubj,adj,n,negative
solemn,weaksubj,noun,n,negative
solicitous,strongsubj,anypos,n,positive
solicitously,strongsubj,anypos,n,positive
solicitude,strongsubj,noun,n,positive
solid,weaksubj,adj,n,positive
solid,weaksubj,noun,n,positive
solidarity,strongsubj,adj,n,positive
solidarity,strongsubj,noun,n,positive
soliloquize,strongsubj,verb,y,neutral
somber,strongsubj,adj,n,negative
soothe,strongsubj,verb,y,positive
soothingly,strongsubj,anypos,n,positive
sophisticated,strongsubj,adj,n,positive
sore,strongsubj,adj,n,negative
sore,strongsubj,noun,n,negative
sorely,strongsubj,anypos,n,negative
soreness,weaksubj,noun,n,negative
sorrow,strongsubj,noun,n,negative
sorrow,weaksubj,verb,y,negative
sorrowful,strongsubj,anypos,n,negative
sorrowfully,strongsubj,anypos,n,negative
sorry,strongsubj,adj,n,negative
sound,weaksubj,adj,n,positive
sounding,weaksubj,anypos,n,negative
soundness,weaksubj,noun,n,positive
sour,weaksubj,adj,n,negative
sourly,weaksubj,adj,n,negative
sovereignty,weaksubj,adj,n,neutral
sovereignty,weaksubj,noun,n,neutral
spacious,weaksubj,adj,n,positive
spade,strongsubj,adj,n,negative
spade,strongsubj,noun,n,negative
spank,strongsubj,verb,y,negative
spare,weaksubj,verb,y,positive
sparing,weaksubj,adj,n,positive
sparingly,weaksubj,adverb,n,positive
sparkle,strongsubj,anypos,y,positive
sparkling,weaksubj,adj,n,positive
specific,weaksubj,adj,n,neutral
specifically,weaksubj,anypos,n,neutral
special,weaksubj,adj,n,positive
spectacular,strongsubj,adj,n,positive
spectacularly,strongsubj,anypos,n,positive
speculate,weaksubj,verb,y,neutral
speculation,weaksubj,adj,n,neutral
speculation,weaksubj,noun,n,neutral
speedy,weaksubj,adj,n,positive
spellbind,strongsubj,verb,y,positive
spellbinding,strongsubj,anypos,n,positive
spellbindingly,strongsubj,anypos,n,positive
spellbound,strongsubj,verb,y,positive
spilling,strongsubj,adj,n,negative
spilling,strongsubj,noun,n,negative
spinster,weaksubj,noun,n,negative
spirit,weaksubj,adj,n,positive
spirit,weaksubj,noun,n,positive
spirited,weaksubj,adj,n,positive
spiritless,strongsubj,adj,n,negative
spiritual,strongsubj,adj,n,positive
spiritual,strongsubj,noun,n,positive
spite,strongsubj,noun,n,negative
spiteful,strongsubj,adj,n,negative
spitefully,strongsubj,anypos,n,negative
spitefulness,strongsubj,noun,n,negative
splayed-finger,strongsubj,adj,n,neutral
splayed-finger,strongsubj,noun,n,neutral
splendid,strongsubj,adj,n,positive
splendidly,strongsubj,anypos,n,positive
splendor,strongsubj,noun,n,positive
split,weaksubj,noun,n,negative
split,weaksubj,verb,y,negative
splitting,weaksubj,adj,n,negative
spoil,strongsubj,verb,y,negative
spook,strongsubj,verb,y,negative
spookier,strongsubj,adj,n,negative
spookiest,strongsubj,adj,n,negative
spookily,strongsubj,anypos,n,negative
spooky,strongsubj,adj,n,negative
spooky,strongsubj,anypos,n,negative
spoon-fed,strongsubj,anypos,n,negative
spoon-feed,strongsubj,verb,y,negative
spoonfed,strongsubj,anypos,n,negative
sporadic,weaksubj,adj,n,negative
spot,weaksubj,adj,n,negative
spotless,strongsubj,adj,n,positive
spotty,weaksubj,adj,n,negative
sprightly,strongsubj,adj,n,positive
spur,strongsubj,verb,y,positive
spurious,strongsubj,adj,n,negative
spurn,strongsubj,verb,y,negative
sputter,strongsubj,verb,y,negative
squabble,strongsubj,verb,y,negative
squabbling,strongsubj,anypos,n,negative
squander,strongsubj,verb,y,negative
squarely,strongsubj,adj,n,positive
squash,strongsubj,verb,y,negative
squirm,strongsubj,verb,y,negative
stab,weaksubj,verb,y,negative
stability,weaksubj,adj,n,positive
stability,weaksubj,noun,n,positive
stabilize,weaksubj,verb,y,positive
stable,weaksubj,adj,n,positive
stable,weaksubj,noun,n,positive
stagger,weaksubj,verb,y,negative
staggering,strongsubj,adj,n,negative
staggeringly,strongsubj,anypos,n,negative
stagnant,weaksubj,adj,n,negative
stagnate,strongsubj,verb,y,negative
stagnation,strongsubj,noun,n,negative
staid,strongsubj,adj,n,negative
stain,weaksubj,verb,y,negative
stainless,weaksubj,adj,n,positive
stake,weaksubj,adj,n,negative
stake,weaksubj,noun,n,negative
stale,strongsubj,adj,n,negative
stalemate,strongsubj,noun,n,negative
stammer,strongsubj,verb,y,negative
stampede,weaksubj,adj,n,negative
stampede,weaksubj,noun,n,negative
stance,weaksubj,adj,n,neutral
stance,weaksubj,noun,n,neutral
stances,weaksubj,adj,n,neutral
stances,weaksubj,noun,n,neutral
stand,weaksubj,verb,y,positive
stands,weaksubj,adj,n,neutral
stands,weaksubj,noun,n,neutral
standstill,strongsubj,noun,n,negative
star,strongsubj,adj,n,positive
star,strongsubj,noun,n,positive
stark,strongsubj,adj,n,negative
starkly,strongsubj,anypos,n,negative
stars,strongsubj,adj,n,positive
stars,strongsubj,noun,n,positive
startle,strongsubj,verb,y,negative
startling,strongsubj,anypos,n,negative
startlingly,strongsubj,anypos,n,negative
starvation,weaksubj,noun,n,negative
starve,weaksubj,verb,y,negative
stately,strongsubj,adj,n,positive
statements,weaksubj,adj,n,neutral
statements,weaksubj,noun,n,neutral
static,weaksubj,adj,n,negative
statuesque,strongsubj,adj,n,positive
staunch,strongsubj,adj,n,positive
staunchly,strongsubj,anypos,n,positive
staunchness,strongsubj,noun,n,positive
steadfast,strongsubj,adj,n,positive
steadfastly,strongsubj,adverb,n,positive
steadfastness,strongsubj,noun,n,positive
steadiness,weaksubj,noun,n,positive
steady,weaksubj,adj,n,positive
steal,weaksubj,verb,y,negative
stealing,weaksubj,noun,n,negative
steep,weaksubj,adj,n,negative
steeply,weaksubj,adverb,n,negative
stellar,strongsubj,adj,n,positive
stellarly,strongsubj,anypos,n,positive
stench,strongsubj,anypos,n,negative
stereotype,strongsubj,noun,n,negative
stereotypical,strongsubj,anypos,n,negative
stereotypically,strongsubj,anypos,n,negative
stern,strongsubj,adj,n,negative
stern,strongsubj,noun,n,negative
stew,strongsubj,verb,y,negative
sticky,weaksubj,adj,n,negative
stiff,weaksubj,adj,n,negative
stifle,strongsubj,verb,y,negative
stifling,strongsubj,anypos,n,negative
stiflingly,strongsubj,anypos,n,negative
stigma,strongsubj,noun,n,negative
stigma,strongsubj,verb,y,negative
stigmatize,strongsubj,verb,y,negative
still,weaksubj,anypos,y,neutral
stimulate,weaksubj,verb,y,positive
stimulating,strongsubj,anypos,n,positive
stimulative,weaksubj,adj,n,positive
sting,strongsubj,adj,n,negative
sting,weaksubj,noun,n,negative
sting,weaksubj,verb,y,negative
stinging,strongsubj,adj,n,negative
stingingly,strongsubj,adj,n,negative
stink,strongsubj,noun,n,negative
stink,strongsubj,verb,y,negative
stinking,strongsubj,anypos,n,negative
stir,strongsubj,adj,n,neutral
stir,strongsubj,noun,n,neutral
stir,weaksubj,verb,y,neutral
stirring,strongsubj,adj,n,positive
stirringly,strongsubj,anypos,n,positive
stodgy,strongsubj,adj,n,negative
stole,weaksubj,verb,n,negative
stolen,weaksubj,adj,n,negative
stolen,weaksubj,verb,n,negative
stood,weaksubj,verb,y,positive
stooge,strongsubj,anypos,n,negative
stooges,strongsubj,adj,n,negative
stooges,strongsubj,noun,n,negative
storm,weaksubj,verb,y,negative
stormy,weaksubj,adj,n,negative
straggle,weaksubj,verb,y,negative
straggler,weaksubj,noun,n,negative
straight,weaksubj,adj,n,positive
straightforward,strongsubj,adj,n,positive
strain,weaksubj,noun,n,negative
strain,weaksubj,verb,y,negative
strained,weaksubj,adj,n,negative
strange,strongsubj,adj,n,negative
strange,strongsubj,anypos,y,negative
strangely,strongsubj,anypos,y,negative
stranger,strongsubj,anypos,y,negative
strangest,strongsubj,anypos,y,negative
strangle,weaksubj,verb,y,negative
streamlined,weaksubj,adj,n,positive
strength,weaksubj,adj,n,neutral
strength,weaksubj,noun,n,neutral
strenuous,weaksubj,adj,n,negative
stress,strongsubj,noun,n,negative
stress,strongsubj,verb,y,negative
stressful,strongsubj,adj,n,negative
stressfully,strongsubj,adverb,n,negative
stricken,strongsubj,adj,n,negative
strict,strongsubj,adj,n,negative
strictly,strongsubj,adverb,n,negative
stride,strongsubj,adj,n,positive
stride,strongsubj,noun,n,positive
strident,strongsubj,adj,n,negative
stridently,strongsubj,adverb,n,negative
strides,weaksubj,adj,n,positive
strides,weaksubj,noun,n,positive
strife,strongsubj,noun,n,negative
strike,weaksubj,verb,y,negative
striking,strongsubj,adj,n,positive
strikingly,strongsubj,anypos,n,positive
stringent,weaksubj,adj,n,negative
,,,,
striving,strongsubj,adj,n,positive
striving,strongsubj,noun,n,positive
strong,weaksubj,adj,n,positive
stronger-than-expected,weaksubj,adj,n,neutral
struck,weaksubj,verb,y,negative
struggle,strongsubj,adj,n,negative
struggle,strongsubj,noun,n,negative
strut,strongsubj,verb,y,negative
stubborn,strongsubj,adj,n,negative
stubbornly,strongsubj,adverb,n,negative
stubbornness,strongsubj,noun,n,negative
studious,strongsubj,adj,n,positive
studiously,strongsubj,adverb,n,positive
stuffed,weaksubj,adj,n,neutral
stuffy,strongsubj,adj,n,negative
stumble,weaksubj,anypos,y,negative
stump,weaksubj,verb,y,negative
stun,weaksubj,verb,y,negative
stunned,strongsubj,adj,n,positive
stunning,strongsubj,adj,n,positive
stunningly,strongsubj,anypos,n,positive
stunt,weaksubj,noun,n,negative
stunted,weaksubj,adj,n,negative
stupefy,weaksubj,verb,y,neutral
stupendous,strongsubj,adj,n,positive
stupendously,strongsubj,anypos,n,positive
stupid,strongsubj,anypos,n,negative
stupidity,strongsubj,noun,n,negative
stupidly,strongsubj,anypos,n,negative
stupified,strongsubj,adj,n,negative
stupify,strongsubj,verb,y,negative
stupor,strongsubj,noun,n,negative
sturdy,weaksubj,adj,n,positive
sty,strongsubj,adj,n,negative
sty,strongsubj,noun,n,negative
stylish,strongsubj,adj,n,positive
stylishly,strongsubj,adverb,n,positive
suave,strongsubj,adj,n,positive
subdued,weaksubj,adj,n,negative
subjected,weaksubj,anypos,n,negative
subjection,weaksubj,noun,n,negative
subjugate,strongsubj,noun,n,negative
subjugate,strongsubj,verb,y,negative
subjugation,strongsubj,noun,n,negative
sublime,strongsubj,adj,n,positive
submissive,weaksubj,adj,n,negative
subordinate,weaksubj,adj,n,negative
subordinate,weaksubj,noun,n,negative
subscribe,weaksubj,verb,y,positive
subservience,strongsubj,noun,n,negative
subservient,strongsubj,adj,n,negative
subside,weaksubj,verb,y,negative
substandard,weaksubj,adj,n,negative
substantial,weaksubj,adj,n,positive
substantially,weaksubj,adverb,n,positive
substantive,weaksubj,adj,n,positive
subtle,weaksubj,adj,n,positive
subtract,weaksubj,verb,y,negative
subversion,weaksubj,noun,n,negative
subversive,weaksubj,adj,n,negative
subversively,weaksubj,adverb,n,negative
subvert,weaksubj,verb,y,negative
succeed,weaksubj,verb,y,positive
success,weaksubj,adj,n,positive
success,weaksubj,noun,n,positive
successful,weaksubj,adj,n,positive
successfully,weaksubj,adverb,n,positive
succumb,strongsubj,verb,y,negative
such,weaksubj,anypos,y,neutral
sucker,strongsubj,noun,n,negative
suffer,weaksubj,verb,y,negative
sufferer,strongsubj,noun,n,negative
sufferers,strongsubj,adj,n,negative
sufferers,strongsubj,noun,n,negative
suffering,strongsubj,adj,n,negative
suffering,strongsubj,noun,n,negative
suffice,weaksubj,verb,y,positive
sufficient,weaksubj,adj,n,positive
sufficiently,weaksubj,adverb,n,positive
suffocate,strongsubj,verb,y,negative
sugar-coat,strongsubj,verb,y,negative
sugar-coated,strongsubj,anypos,n,negative
sugarcoated,strongsubj,anypos,n,negative
suggest,weaksubj,anypos,y,positive
suggestions,weaksubj,adj,n,positive
suggestions,weaksubj,noun,n,positive
suicidal,weaksubj,adj,n,negative
suicide,weaksubj,noun,n,negative
suit,weaksubj,verb,y,positive
suitable,weaksubj,adj,n,positive
sulk,strongsubj,verb,y,negative
sullen,strongsubj,adj,n,negative
sully,strongsubj,verb,y,negative
sumptuous,strongsubj,adj,n,positive
sumptuously,strongsubj,adverb,n,positive
sumptuousness,strongsubj,noun,n,positive
sunder,strongsubj,verb,y,negative
sunny,weaksubj,adj,n,positive
super,strongsubj,anypos,n,positive
superb,strongsubj,anypos,n,positive
superbly,strongsubj,anypos,n,positive
superficial,strongsubj,adj,n,negative
superficial,strongsubj,noun,n,negative
superficiality,strongsubj,noun,n,negative
superficially,strongsubj,adverb,n,negative
superfluous,strongsubj,adj,n,negative
superior,weaksubj,adj,n,positive
superiority,strongsubj,adj,n,negative
superiority,strongsubj,noun,n,negative
superlative,strongsubj,adj,n,positive
superstition,strongsubj,noun,n,negative
superstitious,strongsubj,noun,n,negative
support,strongsubj,adj,n,positive
support,strongsubj,noun,n,positive
support,weaksubj,verb,y,positive
supporter,strongsubj,adj,n,positive
supporter,strongsubj,noun,n,positive
supportive,strongsubj,adj,n,positive
supportive,strongsubj,noun,n,positive
suppose,strongsubj,verb,y,neutral
supposed,weaksubj,anypos,y,negative
supposing,strongsubj,anypos,n,neutral
suppress,weaksubj,verb,y,negative
suppression,weaksubj,adj,n,negative
suppression,weaksubj,noun,n,negative
supremacy,strongsubj,adj,n,negative
supremacy,strongsubj,noun,n,negative
supreme,strongsubj,adj,n,positive
supremely,strongsubj,adverb,n,positive
supurb,strongsubj,adj,n,positive
supurbly,strongsubj,anypos,n,positive
sure,strongsubj,anypos,n,positive
surely,strongsubj,anypos,y,positive
surge,strongsubj,noun,n,positive
surging,strongsubj,adj,n,positive
surmise,strongsubj,verb,y,positive
surmount,strongsubj,verb,y,positive
surpass,strongsubj,verb,y,positive
surprise,strongsubj,adj,n,neutral
surprise,strongsubj,noun,n,neutral
surprise,strongsubj,verb,y,neutral
surprising,strongsubj,anypos,y,neutral
surprisingly,strongsubj,anypos,y,neutral
surrender,weaksubj,adj,n,negative
surrender,weaksubj,noun,n,negative
survival,weaksubj,noun,n,positive
survive,weaksubj,verb,y,positive
survivor,weaksubj,noun,n,positive
susceptible,weaksubj,adj,n,negative
suspect,weaksubj,adj,n,negative
suspect,weaksubj,noun,n,negative
suspicion,weaksubj,adj,n,negative
suspicion,weaksubj,noun,n,negative
suspicions,strongsubj,adj,n,negative
suspicions,strongsubj,noun,n,negative
suspicious,strongsubj,adj,n,negative
suspicious,strongsubj,anypos,n,negative
suspicious,strongsubj,anypos,y,negative
suspiciously,strongsubj,anypos,n,negative
sustainability,weaksubj,adj,n,positive
sustainability,weaksubj,noun,n,positive
sustainable,weaksubj,adj,n,positive
sustainable,weaksubj,noun,n,positive
sustained,weaksubj,adj,n,positive
swagger,strongsubj,verb,y,negative
swamped,strongsubj,anypos,n,negative
swear,strongsubj,verb,n,negative
sweeping,strongsubj,adj,n,positive
sweet,weaksubj,adj,n,positive
sweeten,weaksubj,verb,y,positive
sweetheart,weaksubj,noun,n,positive
sweetly,weaksubj,adverb,n,positive
sweetness,weaksubj,noun,n,positive
swift,weaksubj,adj,n,positive
swiftness,weaksubj,noun,n,positive
swindle,strongsubj,verb,y,negative
swing,weaksubj,adj,n,neutral
swing,weaksubj,noun,n,neutral
swipe,strongsubj,adj,n,negative
swipe,strongsubj,noun,n,negative
swoon,weaksubj,verb,y,negative
swore,strongsubj,verb,n,negative
sworn,strongsubj,adj,n,positive
sympathetic,strongsubj,adj,n,negative
sympathetic,strongsubj,noun,n,negative
sympathetically,strongsubj,anypos,n,negative
sympathies,strongsubj,adj,n,negative
sympathies,strongsubj,noun,n,negative
sympathize,strongsubj,verb,y,negative
sympathy,strongsubj,adj,n,negative
sympathy,strongsubj,noun,n,negative
symptom,weaksubj,noun,n,negative
syndrome,weaksubj,adj,n,negative
syndrome,weaksubj,noun,n,negative
systematic,weaksubj,adj,n,neutral
taboo,strongsubj,adj,n,negative
taboo,strongsubj,noun,n,negative
tact,strongsubj,noun,n,positive
taint,strongsubj,verb,y,negative
tainted,strongsubj,anypos,n,negative
tale,weaksubj,adj,n,neutral
tale,weaksubj,noun,n,neutral
talent,strongsubj,adj,n,positive
talent,strongsubj,noun,n,positive
talented,strongsubj,adj,n,positive
tall,weaksubj,adj,n,neutral
tamper,weaksubj,verb,y,negative
tangled,weaksubj,adj,n,negative
tantalize,weaksubj,verb,y,positive
tantalizing,strongsubj,anypos,n,positive
tantalizingly,strongsubj,anypos,n,positive
tantamount,strongsubj,anypos,n,neutral
tantrum,strongsubj,noun,n,negative
tardy,weaksubj,adj,n,negative
tarnish,weaksubj,verb,y,negative
taste,weaksubj,noun,n,positive
taste,weaksubj,verb,y,neutral
tattered,strongsubj,anypos,n,negative
taunt,strongsubj,noun,n,negative
taunt,strongsubj,verb,y,negative
taunting,strongsubj,anypos,n,negative
tauntingly,strongsubj,anypos,n,negative
taunts,strongsubj,noun,n,negative
tawdry,strongsubj,adj,n,negative
tease,weaksubj,verb,y,negative
teasingly,strongsubj,anypos,n,negative
taxing,weaksubj,anypos,n,negative
tedious,strongsubj,adj,n,negative
tediously,strongsubj,adverb,n,negative
temerity,strongsubj,noun,n,negative
temper,strongsubj,noun,n,negative
temper,weaksubj,verb,y,negative
temperance,weaksubj,noun,n,positive
temperate,weaksubj,adj,n,positive
tempest,weaksubj,noun,n,negative
tempt,strongsubj,verb,y,positive
temptation,strongsubj,noun,n,negative
tempting,strongsubj,anypos,y,positive
temptingly,strongsubj,anypos,y,positive
tenacious,strongsubj,adj,n,positive
tenaciously,strongsubj,anypos,n,positive
tenacity,strongsubj,noun,n,positive
tendency,weaksubj,adj,n,neutral
tendency,weaksubj,noun,n,neutral
tender,weaksubj,adj,n,positive
tenderly,weaksubj,adverb,n,positive
tenderness,weaksubj,noun,n,positive
tense,weaksubj,adj,n,negative
tension,weaksubj,adj,n,negative
tension,weaksubj,noun,n,negative
tentative,weaksubj,adj,n,negative
tentatively,weaksubj,adverb,n,negative
tenuous,weaksubj,adj,n,negative
tenuously,weaksubj,adverb,n,negative
tepid,weaksubj,adj,n,negative
terrible,strongsubj,adj,n,negative
terrible,strongsubj,anypos,y,negative
terribleness,strongsubj,noun,n,negative
terribly,strongsubj,anypos,n,negative
terrific,strongsubj,adj,n,positive
terrific,strongsubj,anypos,y,positive
terrifically,strongsubj,anypos,n,positive
terrified,strongsubj,adj,n,positive
terrify,strongsubj,verb,y,positive
terrifying,strongsubj,adj,n,positive
terrifying,strongsubj,anypos,n,positive
terrifyingly,strongsubj,anypos,n,positive
terror,strongsubj,noun,n,negative
terror-genic,strongsubj,adj,n,negative
terror-genic,strongsubj,noun,n,negative
terrorism,weaksubj,noun,n,negative
terrorize,strongsubj,verb,y,negative
thank,strongsubj,verb,y,positive
thankful,strongsubj,anypos,n,positive
thankfully,strongsubj,anypos,n,positive
thankless,strongsubj,anypos,n,negative
theoretize,strongsubj,verb,y,neutral
therefore,strongsubj,anypos,y,neutral
think,strongsubj,verb,y,neutral
thinkable,strongsubj,adj,n,positive
thinkable,strongsubj,noun,n,positive
thinking,strongsubj,adj,n,neutral
thinking,strongsubj,noun,n,neutral
thirst,strongsubj,noun,n,negative
thirst,strongsubj,verb,y,negative
thorny,strongsubj,adj,n,negative
thorny,strongsubj,noun,n,negative
thorough,weaksubj,adj,n,positive
though,strongsubj,anypos,n,neutral
thought,weaksubj,adj,n,neutral
thought,weaksubj,noun,n,neutral
thoughtful,strongsubj,adj,n,positive
thoughtfully,strongsubj,adverb,n,positive
thoughtfulness,strongsubj,noun,n,positive
thoughtless,strongsubj,adj,n,negative
thoughtlessly,strongsubj,anypos,n,negative
thoughtlessness,strongsubj,noun,n,negative
thrash,weaksubj,verb,y,negative
threat,weaksubj,adj,n,negative
threat,weaksubj,noun,n,negative
threaten,weaksubj,verb,y,negative
threatening,weaksubj,adj,n,negative
threatening,weaksubj,noun,n,negative
threats,weaksubj,adj,n,negative
threats,weaksubj,noun,n,negative
thrift,weaksubj,noun,n,positive
thrifty,weaksubj,adj,n,positive
thrill,strongsubj,noun,n,positive
thrill,strongsubj,verb,y,positive
thrilling,strongsubj,anypos,n,positive
thrillingly,strongsubj,anypos,n,positive
thrills,strongsubj,noun,n,positive
thrive,weaksubj,verb,y,positive
thriving,weaksubj,adj,n,positive
throttle,strongsubj,verb,y,negative
throw,weaksubj,verb,y,negative
thumb,weaksubj,verb,y,negative
thumbs,weaksubj,adj,n,negative
thumbs,weaksubj,noun,n,negative
thus,strongsubj,anypos,y,neutral
thusly,strongsubj,anypos,n,neutral
thwart,strongsubj,verb,y,negative
tickle,weaksubj,verb,y,positive
tidy,strongsubj,adj,n,positive
time-honored,strongsubj,adj,n,positive
timely,weaksubj,adj,n,positive
timid,strongsubj,adj,n,negative
timidity,strongsubj,noun,n,negative
timidly,strongsubj,adverb,n,negative
timidness,strongsubj,noun,n,negative
tingle,strongsubj,verb,y,positive
tint,strongsubj,verb,y,neutral
tiny,weaksubj,adj,n,negative
tire,weaksubj,verb,y,negative
tired,strongsubj,adj,n,negative
tiresome,strongsubj,adj,n,negative
tiring,strongsubj,adj,n,negative
tiring,strongsubj,noun,n,negative
tiringly,strongsubj,anypos,n,negative
titillate,weaksubj,verb,y,positive
titillating,strongsubj,anypos,n,positive
titillatingly,strongsubj,anypos,n,positive
toast,strongsubj,verb,y,positive
togetherness,strongsubj,noun,n,positive
toil,strongsubj,verb,y,negative
tolerable,strongsubj,adj,n,positive
tolerably,strongsubj,adverb,n,positive
tolerance,strongsubj,adj,n,positive
tolerance,strongsubj,noun,n,positive
tolerant,weaksubj,adj,n,positive
tolerantly,strongsubj,anypos,n,positive
tolerate,weaksubj,verb,y,positive
toleration,weaksubj,noun,n,positive
toll,weaksubj,adj,n,negative
toll,weaksubj,noun,n,negative
too,weaksubj,anypos,y,negative
top,weaksubj,adj,n,positive
topple,weaksubj,verb,y,negative
torment,strongsubj,noun,n,negative
torment,strongsubj,verb,y,negative
tormented,strongsubj,adj,n,negative
torrent,strongsubj,noun,n,negative
torrid,strongsubj,anypos,n,positive
torridly,strongsubj,anypos,n,positive
torture,weaksubj,noun,n,negative
