docName,dirName,idx,type,startByte,endByte,sentRow,wordLen,text,intensity,polarity,expression-intensity,attitude-type,attitude-uncertain
12.44.14-20223,non_fbis,144,GATE_expressive-subjectivity,670,680,9540.0,10.0,tough guys,medium,negative,,,
12.44.14-20223,non_fbis,15,GATE_direct-subjective,2948,2953,9529.0,5.0,guess,medium,neutral,medium,,
12.44.14-20223,non_fbis,132,GATE_expressive-subjectivity,202,218,9549.0,16.0,Allah knows what,high,negative,,,
12.44.14-20223,non_fbis,3,GATE_expressive-subjectivity,162,168,9549.0,6.0,frigid,low,negative,,,
12.44.14-20223,non_fbis,120,GATE_expressive-subjectivity,2229,2253,9546.0,24.0,"""unnecessary restraint,""",medium,negative,,,
12.44.14-20223,non_fbis,241,GATE_expressive-subjectivity,2954,3004,9529.0,50.0,that's one journalist who's never been to a prison,medium,neutral,,,
12.44.14-20223,non_fbis,237,GATE_expressive-subjectivity,1107,1128,9535.0,21.0,'break' the spirit of,medium,negative,,,
12.44.14-20223,non_fbis,108,GATE_expressive-subjectivity,271,279,9549.0,8.0,tropical,low,positive,,,
12.44.14-20223,non_fbis,233,GATE_direct-subjective,1030,1044,9535.0,14.0,humiliation of,high,negative,high,,
12.44.14-20223,non_fbis,104,GATE_expressive-subjectivity,999,1010,9535.0,11.0,unnecessary,low,negative,,,
12.44.14-20223,non_fbis,225,GATE_direct-subjective,1860,1872,9527.0,12.0,have to bash,high,negative,high,,
12.44.14-20223,non_fbis,221,GATE_expressive-subjectivity,1836,1841,9527.0,5.0,Still,low,neutral,,,
12.44.14-20223,non_fbis,92,GATE_direct-subjective,3852,3867,9548.0,15.0,get the feeling,medium,negative,medium,,
12.44.14-20223,non_fbis,217,GATE_expressive-subjectivity,3274,3281,9544.0,7.0,however,low,uncertain-positive,,,
12.44.14-20223,non_fbis,209,GATE_direct-subjective,1575,1593,9537.0,18.0,"had ""no complaints",low,uncertain-neutral,low,,
12.44.14-20223,non_fbis,72,GATE_expressive-subjectivity,1442,1446,9537.0,4.0,Also,low,neutral,,,
12.44.14-20223,non_fbis,193,GATE_expressive-subjectivity,2673,2680,9522.0,7.0,torture,high,negative,,,
12.44.14-20223,non_fbis,64,GATE_direct-subjective,2469,2484,9523.0,15.0,was embarrassed,medium,negative,medium,,
12.44.14-20223,non_fbis,60,GATE_direct-subjective,405,412,9534.0,7.0,look at,medium,neutral,medium,,
12.44.14-20223,non_fbis,185,GATE_expressive-subjectivity,1855,1872,9527.0,17.0,just have to bash,medium,negative,,,
12.44.14-20223,non_fbis,48,GATE_direct-subjective,3595,3611,9545.0,16.0,could understand,low,negative,low,,
12.44.14-20223,non_fbis,173,GATE_direct-subjective,2613,2620,9522.0,7.0,likened,low,uncertain-negative,low,,
12.44.14-20223,non_fbis,24,GATE_expressive-subjectivity,3591,3611,9545.0,20.0,You could understand,medium,neutral,,,
12.44.14-20223,non_fbis,20,GATE_direct-subjective,3612,3623,9545.0,11.0,the outrage,high,negative,high,,
12.44.14-20223,non_fbis,129,GATE_direct-subjective,3440,3445,9521.0,5.0,noted,neutral,,neutral,,
12.44.14-20223,non_fbis,0,GATE_expressive-subjectivity,344,379,9542.0,35.0,"Well, heaven without the 72 virgins",high,uncertain-negative,,,
12.45.44-23455,non_fbis,101,GATE_expressive-subjectivity,841,886,9572.0,45.0,tons of very precious and very sophisticated,medium,neutral,,,
12.45.44-23455,non_fbis,198,GATE_expressive-subjectivity,1555,1579,9581.0,24.0,It's a proud Freedom Day,medium,positive,,,
12.45.44-23455,non_fbis,190,GATE_expressive-subjectivity,412,432,9578.0,20.0,the money well spent,low,positive,,,
12.45.44-23455,non_fbis,158,GATE_direct-subjective,4,10,9569.0,6.0,Joyous,high,positive,high,,
12.45.44-23455,non_fbis,29,GATE_direct-subjective,1555,1559,9581.0,4.0,It's,medium,,,,
12.45.44-23455,non_fbis,150,GATE_direct-subjective,129,143,9553.0,14.0,a warm welcome,low,positive,low,,
12.45.44-23455,non_fbis,134,GATE_direct-subjective,1022,1067,9556.0,45.0,moments of sheer upliftment and exhilaration,high,positive,high,,
12.45.44-23455,non_fbis,118,GATE_expressive-subjectivity,923,934,9558.0,11.0,good guests,low,positive,,,
12.45.44-23455,non_fbis,98,GATE_direct-subjective,626,638,9575.0,12.0,congratulate,low,positive,low,,
12.45.44-23455,non_fbis,195,GATE_direct-subjective,901,905,9558.0,4.0,hope,medium,positive,medium,,
12.45.44-23455,non_fbis,54,GATE_expressive-subjectivity,775,803,9573.0,28.0,have to move very carefully,low,neutral,,,
12.45.44-23455,non_fbis,167,GATE_direct-subjective,717,721,9583.0,4.0,told,neutral,,neutral,,
12.45.44-23455,non_fbis,38,GATE_direct-subjective,805,807,9572.0,2.0,As,medium,,,,
12.45.44-23455,non_fbis,151,GATE_direct-subjective,740,748,9573.0,8.0,Although,low,,,,
12.45.44-23455,non_fbis,22,GATE_expressive-subjectivity,4056,4171,9559.0,115.0,"a need for Africans to embrace the future and the importance of education, and especially science and mathematics",medium,neutral,,,
12.45.44-23455,non_fbis,14,GATE_expressive-subjectivity,2866,2881,9561.0,15.0,would interfere,low,negative,,,
12.45.44-23455,non_fbis,2,GATE_expressive-subjectivity,1580,1587,9581.0,7.0,because,low,neutral,,,
12.45.44-23455,non_fbis,127,GATE_expressive-subjectivity,1167,1215,9585.0,48.0,I can't imagine anything that could surpass that,high,positive,,,
12.45.44-23455,non_fbis,119,GATE_expressive-subjectivity,685,700,9583.0,15.0,amazingly roomy,medium,positive,,,
12.45.44-23455,non_fbis,115,GATE_direct-subjective,2276,2280,9579.0,4.0,said,neutral,,neutral,,
12.45.44-23455,non_fbis,200,GATE_expressive-subjectivity,379,396,9578.0,17.0,by the look of it,low,neutral,,,
12.45.44-23455,non_fbis,196,GATE_direct-subjective,453,467,9574.0,14.0,smiled broadly,medium,positive,medium,,
12.45.44-23455,non_fbis,63,GATE_direct-subjective,2017,2038,9567.0,21.0,m feeling much better,low,positive,low,,
12.45.44-23455,non_fbis,176,GATE_direct-subjective,3872,3882,9563.0,10.0,to promote,low,positive,low,,
12.45.44-23455,non_fbis,172,GATE_expressive-subjectivity,2911,2933,9561.0,22.0,possibly even endanger,low,negative,,,
12.45.44-23455,non_fbis,35,GATE_expressive-subjectivity,1095,1165,9560.0,70.0,I have truly never seen anything as beautiful as the Earth from space,high,positive,,,
12.45.44-23455,non_fbis,160,GATE_direct-subjective,998,1020,9556.0,22.0,had moments of terror,high,negative,high,,
12.45.44-23455,non_fbis,31,GATE_direct-subjective,2835,2842,9561.0,7.0,opposed,medium,negative,medium,,
12.45.44-23455,non_fbis,132,GATE_direct-subjective,3700,3705,9557.0,5.0,plans,low,positive,low,,
12.45.44-23455,non_fbis,3,GATE_direct-subjective,25,33,9569.0,8.0,enjoying,medium,positive,medium,,
12.45.44-23455,non_fbis,116,GATE_expressive-subjectivity,754,770,9573.0,16.0,"very, very large",low,positive,,,
12.45.44-23455,non_fbis,112,GATE_direct-subjective,2203,2217,9582.0,14.0,were delighted,high,positive,high,,
12.45.44-23455,non_fbis,80,GATE_direct-subjective,4042,4053,9559.0,11.0,calling for,low,positive,low,,
12.45.44-23455,non_fbis,72,GATE_expressive-subjectivity,1961,1991,9577.0,30.0,my stomach was in a real knot,high,negative,,,
12.45.44-23455,non_fbis,193,GATE_expressive-subjectivity,1378,1385,9587.0,7.0,at last,low,positive,,,
12.45.44-23455,non_fbis,177,GATE_direct-subjective,1305,1320,9562.0,15.0,huge excitement,high,positive,high,,
12.45.44-23455,non_fbis,48,GATE_direct-subjective,2856,2862,9561.0,6.0,saying,neutral,,neutral,,
12.45.44-23455,non_fbis,173,GATE_direct-subjective,4182,4186,9584.0,4.0,hope,medium,positive,medium,,
12.45.44-23455,non_fbis,169,GATE_direct-subjective,1638,1651,9568.0,13.0,were relieved,medium,both,medium,,
12.45.44-23455,non_fbis,40,GATE_direct-subjective,1363,1371,9587.0,8.0,is proud,medium,positive,medium,,
12.45.44-23455,non_fbis,20,GATE_direct-subjective,402,411,9578.0,9.0,considers,low,positive,low,,
12.45.44-23455,non_fbis,133,GATE_expressive-subjectivity,2243,2255,9579.0,12.0,always great,low,positive,,,
12.45.44-23455,non_fbis,4,GATE_direct-subjective,1918,1920,9577.0,2.0,It,high,,,,
12.46.57-22041,non_fbis,125,GATE_attitude,4640,4662,9589.0,22.0,treating anybody wrong,medium,,,sentiment-neg,
12.46.57-22041,non_fbis,109,GATE_expressive-subjectivity,2770,2773,9643.0,3.0,but,low,neutral,,,
12.46.57-22041,non_fbis,97,GATE_attitude,4515,4522,9591.0,7.0,bothers,medium,,,sentiment-neg,
12.46.57-22041,non_fbis,351,GATE_expressive-subjectivity,2784,2793,9643.0,9.0,brand new,medium,neutral,,,
12.46.57-22041,non_fbis,93,GATE_expressive-subjectivity,3341,3365,9626.0,24.0,"""culturally appropriate""",low,positive,,,
12.46.57-22041,non_fbis,210,GATE_direct-subjective,4630,4633,9589.0,3.0,say,neutral,,neutral,,
12.46.57-22041,non_fbis,206,GATE_expressive-subjectivity,540,545,9618.0,5.0,great,medium,positive,,,
12.46.57-22041,non_fbis,77,GATE_attitude,2319,2330,9633.0,11.0,is angry at,medium-high,,,sentiment-neg,
12.46.57-22041,non_fbis,331,GATE_expressive-subjectivity,4406,4408,9637.0,2.0,If,low,uncertain-positive,,,
12.46.57-22041,non_fbis,73,GATE_expressive-subjectivity,2868,2936,9643.0,68.0,"""a gentle formula to restore moisture to your beautiful clean hair""",low,positive,,,
12.46.57-22041,non_fbis,327,GATE_attitude,4612,4663,9589.0,51.0,How could anybody say we're treating anybody wrong?,high,,,sentiment-neg,
12.46.57-22041,non_fbis,198,GATE_attitude,1739,1752,9593.0,13.0,vowed to kill,high,,,sentiment-neg,very-uncertain
12.46.57-22041,non_fbis,69,GATE_direct-subjective,560,566,9618.0,6.0,chants,neutral,,neutral,,
12.46.57-22041,non_fbis,194,GATE_attitude,2020,2072,9599.0,52.0,"just chilling out, that's exactly what they're doing",medium-high,,,arguing-pos,very-uncertain
12.46.57-22041,non_fbis,61,GATE_expressive-subjectivity,4657,4662,9589.0,5.0,wrong,medium,neutral,,,
12.46.57-22041,non_fbis,315,GATE_direct-subjective,4050,4070,9609.0,20.0,afraid for your life,high,neutral,high,,
12.46.57-22041,non_fbis,170,GATE_expressive-subjectivity,3804,3808,9636.0,4.0,ever,low,negative,,,
12.46.57-22041,non_fbis,37,GATE_attitude,4640,4662,9589.0,22.0,treating anybody wrong,medium,,,arguing-pos,very-uncertain
12.46.57-22041,non_fbis,33,GATE_direct-subjective,4495,4509,9623.0,14.0,was frustrated,medium,negative,medium,,
12.46.57-22041,non_fbis,158,GATE_expressive-subjectivity,1924,1931,9627.0,7.0,however,low,neutral,,,
12.46.57-22041,non_fbis,279,GATE_attitude,4753,4766,9640.0,13.0,accepted that,low,,,agree-pos,
12.46.57-22041,non_fbis,21,GATE_expressive-subjectivity,3785,3800,9636.0,15.0,sense of danger,medium,neutral,,,
12.46.57-22041,non_fbis,275,GATE_attitude,2859,2935,9643.0,76.0,"promises ""a gentle formula to restore moisture to your beautiful clean hair",medium-high,,,sentiment-pos,very-uncertain
12.46.57-22041,non_fbis,17,GATE_direct-subjective,4159,4166,9602.0,7.0,willing,low,negative,low,,
12.46.57-22041,non_fbis,267,GATE_expressive-subjectivity,4612,4629,9589.0,17.0,How could anybody,medium,negative,,,
12.46.57-22041,non_fbis,138,GATE_attitude,5244,5253,9590.0,9.0,to forget,low,,,other-attitude,
12.46.57-22041,non_fbis,263,GATE_direct-subjective,5244,5253,9590.0,9.0,to forget,low,neutral,low,,
12.46.57-22041,non_fbis,5,GATE_attitude,3535,3541,9644.0,6.0,wanted,low-medium,,,sentiment-pos,
12.46.57-22041,non_fbis,255,GATE_expressive-subjectivity,4796,4813,9640.0,17.0,basic conditions,low,neutral,,,
12.46.57-22041,non_fbis,122,GATE_direct-subjective,4818,4824,9640.0,6.0,argued,medium,positive,medium,,
12.46.57-22041,non_fbis,368,GATE_expressive-subjectivity,1961,1976,9627.0,15.0,Muslim fanatics,high,negative,,,
12.46.57-22041,non_fbis,360,GATE_direct-subjective,604,616,9635.0,12.0,bear witness,medium,neutral,medium,,
12.46.57-22041,non_fbis,102,GATE_attitude,4495,4509,9623.0,14.0,was frustrated,high,,,sentiment-neg,
12.46.57-22041,non_fbis,98,GATE_expressive-subjectivity,4664,4675,9610.0,11.0,They don't,low,neutral,,,
12.46.57-22041,non_fbis,94,GATE_attitude,96,111,9620.0,15.0,Unite To Defend,medium-high,,,sentiment-pos,
12.46.57-22041,non_fbis,219,GATE_direct-subjective,4664,4668,9610.0,4.0,They,high,,,,
12.46.57-22041,non_fbis,86,GATE_attitude,4369,4376,9638.0,7.0,ignored,low,,,other-attitude,
12.46.57-22041,non_fbis,332,GATE_direct-subjective,4515,4522,9591.0,7.0,bothers,medium,negative,medium,,
12.46.57-22041,non_fbis,74,GATE_direct-subjective,1739,1744,9593.0,5.0,vowed,medium,negative,medium,,
12.46.57-22041,non_fbis,70,GATE_expressive-subjectivity,1748,1752,9593.0,4.0,kill,high,negative,,,
12.46.57-22041,non_fbis,195,GATE_expressive-subjectivity,2046,2053,9599.0,7.0,exactly,low,neutral,,,
12.46.57-22041,non_fbis,320,GATE_attitude,4419,4428,9637.0,9.0,get to me,medium,,,sentiment-neg,
12.46.57-22041,non_fbis,308,GATE_expressive-subjectivity,4685,4695,9610.0,10.0,they don't,low,neutral,,,
12.46.57-22041,non_fbis,50,GATE_expressive-subjectivity,2617,2629,9594.0,12.0,very similar,low,neutral,,,
12.46.57-22041,non_fbis,175,GATE_direct-subjective,2659,2663,9594.0,4.0,said,neutral,,neutral,,
12.46.57-22041,non_fbis,300,GATE_attitude,4159,4169,9602.0,10.0,willing to,low-medium,,,other-attitude,
12.46.57-22041,non_fbis,42,GATE_direct-subjective,96,111,9620.0,15.0,Unite To Defend,medium,uncertain-positive,medium,,
12.46.57-22041,non_fbis,292,GATE_attitude,4159,4199,9602.0,40.0,willing to give their life to take yours,medium-high,,,sentiment-neg,
12.46.57-22041,non_fbis,147,GATE_expressive-subjectivity,4444,4458,9637.0,14.0,very hard time,high,negative,,,
12.46.57-22041,non_fbis,18,GATE_attitude,2331,2383,9633.0,52.0,accusations that the detainees have been mistreated,high,,,arguing-pos,
12.46.57-22041,non_fbis,272,GATE_expressive-subjectivity,4835,4848,9640.0,13.0,would improve,low,negative,,,
12.46.57-22041,non_fbis,131,GATE_direct-subjective,4612,4615,9589.0,3.0,How,medium,,,,
12.46.57-22041,non_fbis,127,GATE_attitude,2686,2936,9643.0,250.0,"The detainees may be shackled, even as they are operated on at the Gitmo hospital, but they have brand new copies of the Koran and Lively Salon anti-dandruff shampoo that promises ""a gentle formula to restore moisture to your beautiful clean hair""",medium,,,sentiment-pos,very-uncertain
12.46.57-22041,non_fbis,252,GATE_attitude,4050,4116,9609.0,66.0,afraid for your life because these people are trained to kill you,high,,,sentiment-neg,
12.46.57-22041,non_fbis,369,GATE_direct-subjective,143,154,9631.0,11.0,are bruised,medium,negative,medium,,
12.46.57-22041,non_fbis,111,GATE_attitude,158,170,9631.0,12.0,criticism of,medium,,,sentiment-neg,
12.46.57-22041,non_fbis,365,GATE_attitude,2108,2133,9596.0,25.0,Our guys are pretty dirty,medium,,,sentiment-neg,
12.46.57-22041,non_fbis,232,GATE_attitude,4389,4404,9601.0,15.0,It's propaganda,low-medium,,,sentiment-neg,
12.46.57-22041,non_fbis,349,GATE_attitude,523,531,9618.0,8.0,is great,high,,,sentiment-pos,
12.46.57-22041,non_fbis,220,GATE_direct-subjective,2076,2080,9599.0,4.0,said,neutral,,neutral,,
12.46.57-22041,non_fbis,216,GATE_attitude,4406,4471,9637.0,65.0,If I let it get to me I would have a very hard time doing my job,medium-high,,,sentiment-neg,very-uncertain
12.46.57-22041,non_fbis,87,GATE_expressive-subjectivity,2020,2037,9599.0,17.0,just chilling out,medium,neutral,,,
12.46.57-22041,non_fbis,212,GATE_expressive-subjectivity,4394,4404,9601.0,10.0,propaganda,medium,neutral,,,
12.46.57-22041,non_fbis,83,GATE_direct-subjective,158,167,9631.0,9.0,criticism,medium,negative,medium,,
12.46.57-22041,non_fbis,337,GATE_direct-subjective,4419,4428,9637.0,9.0,get to me,medium,negative,medium,,
12.46.57-22041,non_fbis,333,GATE_direct-subjective,4753,4761,9640.0,8.0,accepted,high,neutral,high,,
12.46.57-22041,non_fbis,200,GATE_attitude,1739,1747,9593.0,8.0,vowed to,high,,,intention-pos,
12.46.57-22041,non_fbis,325,GATE_expressive-subjectivity,4570,4576,9606.0,6.0,always,low,positive,,,
12.46.57-22041,non_fbis,317,GATE_attitude,2331,2383,9633.0,52.0,accusations that the detainees have been mistreated,high,,,sentiment-neg,
12.46.57-22041,non_fbis,184,GATE_expressive-subjectivity,4412,4428,9637.0,16.0,let it get to me,medium,negative,,,
12.46.57-22041,non_fbis,301,GATE_attitude,604,648,9635.0,44.0,bear witness that Mohammed is his messenger,medium,,,arguing-pos,very-uncertain
12.46.57-22041,non_fbis,297,GATE_direct-subjective,4406,4408,9637.0,2.0,If,medium,,,,
12.46.57-22041,non_fbis,35,GATE_expressive-subjectivity,5288,5291,9590.0,3.0,now,low,neutral,,,
12.46.57-22041,non_fbis,289,GATE_direct-subjective,4369,4376,9638.0,7.0,ignored,low,neutral,low,,
12.46.57-22041,non_fbis,285,GATE_direct-subjective,3535,3541,9644.0,6.0,wanted,medium,negative,medium,,
12.46.57-22041,non_fbis,27,GATE_expressive-subjectivity,526,531,9618.0,5.0,great,medium,positive,,,
12.46.57-22041,non_fbis,281,GATE_expressive-subjectivity,2373,2383,9633.0,10.0,mistreated,low,negative,,,
12.46.57-22041,non_fbis,152,GATE_attitude,2613,2656,9594.0,43.0,are very similar to those of the detainees,medium,,,arguing-pos,
12.46.57-22041,non_fbis,23,GATE_attitude,3777,3817,9636.0,40.0,but the sense of danger is ever present,medium,,,sentiment-neg,very-uncertain
12.46.57-22041,non_fbis,11,GATE_attitude,537,545,9618.0,8.0,is great,high,,,sentiment-pos,
12.46.57-22041,non_fbis,261,GATE_expressive-subjectivity,3097,3105,9600.0,8.0,probably,low,neutral,,,
12.46.57-22041,non_fbis,132,GATE_expressive-subjectivity,2700,2706,9643.0,6.0,may be,low,neutral,,,
12.46.57-22041,non_fbis,233,GATE_attitude,3091,3137,9600.0,46.0,We'll probably be giving them moisturiser next,low,,,sentiment-neg,very-uncertain
12.46.57-22041,non_fbis,229,GATE_expressive-subjectivity,4071,4078,9609.0,7.0,because,low,neutral,,,
12.46.57-22041,non_fbis,221,GATE_attitude,4565,4610,9606.0,45.0,have always been the ones who've been humane,high,,,arguing-pos,
12.46.57-22041,non_fbis,88,GATE_direct-subjective,2331,2342,9633.0,11.0,accusations,medium,negative,medium,,
12.46.57-22041,non_fbis,64,GATE_attitude,4664,4735,9610.0,71.0,"They don't live it, they don't see it, so how can they talk about it?",medium-high,,,sentiment-neg,
12.46.57-22041,non_fbis,314,GATE_direct-subjective,2319,2327,9633.0,8.0,is angry,medium,negative,medium,,
12.46.57-22041,non_fbis,181,GATE_attitude,4565,4610,9606.0,45.0,have always been the ones who've been humane,medium-high,,,sentiment-pos,
12.46.57-22041,non_fbis,177,GATE_attitude,4818,4886,9640.0,68.0,argued that this would improve once permanent facilities were built,medium,,,arguing-pos,somewhat-uncertain
12.46.57-22041,non_fbis,48,GATE_attitude,1961,1976,9627.0,15.0,Muslim fanatics,high,,,sentiment-neg,
12.46.57-22041,non_fbis,302,GATE_expressive-subjectivity,4704,4719,9610.0,15.0,so how can they,medium,neutral,,,
12.46.57-22041,non_fbis,44,GATE_expressive-subjectivity,5274,5286,9590.0,12.0,sworn enemy,high,negative,,,
12.46.57-22041,non_fbis,32,GATE_attitude,143,157,9631.0,14.0,are bruised by,medium-high,,,sentiment-neg,
12.46.57-22041,non_fbis,157,GATE_direct-subjective,2859,2867,9643.0,8.0,promises,low,neutral,low,,
12.46.57-22041,non_fbis,20,GATE_attitude,5199,5305,9590.0,106.0,"but the defeated fighters are never allowed to forget that America, their sworn enemy, now controls them",medium-high,,,arguing-pos,very-uncertain
12.46.57-22041,non_fbis,141,GATE_expressive-subjectivity,4604,4610,9606.0,6.0,humane,medium,neutral,,,
12.46.57-22041,non_fbis,12,GATE_expressive-subjectivity,5230,5243,9590.0,13.0,never allowed,medium,negative,,,
13.05.15-16517,non_fbis,121,GATE_expressive-subjectivity,1535,1545,9648.0,10.0,conspiring,medium,negative,,,
13.05.15-16517,non_fbis,109,GATE_direct-subjective,4055,4059,9691.0,4.0,urge,medium,positive,medium,,
13.05.15-16517,non_fbis,230,GATE_direct-subjective,4663,4676,9647.0,13.0,had irritated,medium,negative,medium,,
13.05.15-16517,non_fbis,218,GATE_direct-subjective,6252,6260,9682.0,8.0,rejected,medium,negative,medium,,
13.05.15-16517,non_fbis,85,GATE_direct-subjective,6323,6330,9651.0,7.0,decided,low,negative,low,,
13.05.15-16517,non_fbis,81,GATE_expressive-subjectivity,2290,2313,9674.0,23.0,as quickly as possible,low,positive,,,
13.05.15-16517,non_fbis,198,GATE_direct-subjective,6150,6155,9667.0,5.0,urged,medium,positive,medium,,
13.05.15-16517,non_fbis,182,GATE_direct-subjective,2236,2244,9674.0,8.0,promised,medium,positive,medium,,
13.05.15-16517,non_fbis,45,GATE_direct-subjective,1535,1545,9648.0,10.0,conspiring,medium,negative,medium,,
13.05.15-16517,non_fbis,166,GATE_direct-subjective,1340,1350,9656.0,10.0,Opposition,medium,negative,medium,,
13.05.15-16517,non_fbis,150,GATE_direct-subjective,2570,2578,9658.0,8.0,decision,low,neutral,low,,
13.05.15-16517,non_fbis,9,GATE_direct-subjective,4912,4919,9652.0,7.0,attacks,high,negative,high,,
13.05.15-16517,non_fbis,130,GATE_direct-subjective,1794,1802,9678.0,8.0,decision,low,neutral,low,,
13.05.15-16517,non_fbis,255,GATE_direct-subjective,2524,2543,9658.0,19.0,have been concerned,medium,negative,medium,,
13.05.15-16517,non_fbis,118,GATE_direct-subjective,4978,4985,9652.0,7.0,refusal,medium,negative,medium,,
13.05.15-16517,non_fbis,211,GATE_direct-subjective,5282,5289,9665.0,7.0,claimed,low,neutral,low,,
13.05.15-16517,non_fbis,82,GATE_direct-subjective,6193,6199,9682.0,6.0,agreed,low,positive,low,,
13.05.15-16517,non_fbis,171,GATE_direct-subjective,3664,3674,9692.0,10.0,celebrated,high,positive,high,,
13.05.15-16517,non_fbis,163,GATE_direct-subjective,1886,1894,9666.0,8.0,resented,high,negative,high,,
13.05.15-16517,non_fbis,276,GATE_direct-subjective,4852,4865,9652.0,13.0,had alienated,high,negative,high,,
13.05.15-16517,non_fbis,10,GATE_direct-subjective,3021,3027,9687.0,6.0,decide,low,neutral,low,,
13.05.15-16517,non_fbis,135,GATE_direct-subjective,1506,1513,9648.0,7.0,accused,high,negative,high,,
13.05.15-16517,non_fbis,6,GATE_direct-subjective,235,245,9672.0,10.0,friendship,medium,positive,medium,,
13.05.15-16517,non_fbis,260,GATE_direct-subjective,4072,4088,9691.0,16.0,to maintain calm,low,positive,low,,
13.05.15-16517,non_fbis,236,GATE_direct-subjective,3180,3195,9671.0,15.0,turned him down,low,negative,low,,
13.05.15-16517,non_fbis,212,GATE_direct-subjective,4799,4808,9647.0,9.0,criticism,medium,negative,medium,,
13.05.15-16517,non_fbis,196,GATE_direct-subjective,257,266,9672.0,9.0,irritated,medium,negative,medium,,
13.05.15-16517,non_fbis,188,GATE_direct-subjective,1264,1274,9657.0,10.0,protesting,medium,negative,medium,,
13.05.15-16517,non_fbis,132,GATE_direct-subjective,5579,5590,9673.0,11.0,exasperated,high,negative,high,,
13.05.15-16517,non_fbis,245,GATE_expressive-subjectivity,6331,6348,9651.0,17.0,Chavez had to go,high,negative,,,
13.05.15-16517,non_fbis,241,GATE_direct-subjective,4408,4417,9653.0,9.0,interests,low,neutral,low,,
13.05.15-16517,non_fbis,108,GATE_direct-subjective,1249,1259,9657.0,10.0,support of,low,positive,low,,
13.05.15-16517,non_fbis,225,GATE_direct-subjective,2472,2484,9669.0,12.0,expectations,low,neutral,low,,
13.05.15-16517,non_fbis,96,GATE_direct-subjective,1121,1127,9664.0,6.0,called,low,neutral,low,,
13.05.15-16517,non_fbis,92,GATE_expressive-subjectivity,3257,3286,9661.0,29.0,He has to be held accountable,medium,neutral,,,
13.05.15-16517,non_fbis,217,GATE_direct-subjective,3971,3985,9683.0,14.0,widely popular,medium,positive,medium,,
13.05.15-16517,non_fbis,60,GATE_direct-subjective,3495,3517,9646.0,22.0,stunned and wondering,high,negative,high,,
13.05.15-16517,non_fbis,56,GATE_direct-subjective,1722,1730,9678.0,8.0,resented,high,negative,high,,
13.05.15-16517,non_fbis,52,GATE_expressive-subjectivity,5133,5143,9680.0,10.0,staggering,low,negative,,,
13.05.15-16517,non_fbis,48,GATE_expressive-subjectivity,4072,4173,9691.0,101.0,"to maintain calm, to keep faith, to continue working on the road toward democracy, freedom and peace",high,positive,,,
13.05.15-16517,non_fbis,169,GATE_direct-subjective,3116,3121,9671.0,5.0,asked,low,positive,low,,
13.05.15-16517,non_fbis,157,GATE_direct-subjective,5504,5509,9677.0,5.0,urged,medium,positive,medium,,
13.05.15-16517,non_fbis,278,GATE_direct-subjective,4570,4586,9670.0,16.0,wave of protests,high,negative,high,,
13.05.15-16517,non_fbis,274,GATE_direct-subjective,2139,2147,9674.0,8.0,jubilant,high,positive,high,,
13.05.15-16517,non_fbis,145,GATE_direct-subjective,3767,3773,9676.0,6.0,warned,medium,negative,medium,,
13.05.15-16517,non_fbis,258,GATE_direct-subjective,3313,3317,9661.0,4.0,said,neutral,,neutral,,
13.08.06-1812,non_fbis,81,GATE_direct-subjective,361,368,9711.0,7.0,suspect,low,neutral,low,,
13.08.06-1812,non_fbis,53,GATE_attitude,1897,1982,9696.0,85.0,Engineers may adjust the computer software sometime if it becomes more of a nuisance,low,,,speculation,
13.08.06-1812,non_fbis,39,GATE_direct-subjective,1987,1991,9696.0,4.0,said,neutral,,neutral,,
13.08.06-1812,non_fbis,17,GATE_direct-subjective,310,316,9697.0,6.0,blamed,medium,negative,medium,,
13.08.06-1812,non_fbis,5,GATE_attitude,310,346,9697.0,36.0,blamed the problem on weightlessness,low-medium,,,arguing-pos,
13.08.06-1812,non_fbis,3,GATE_attitude,1758,1855,9698.0,97.0,think what we're finding out as we go through this is how the mobile transporter works in zero-g,low-medium,,,arguing-pos,
13.08.06-1812,non_fbis,1,GATE_expressive-subjectivity,1907,1910,9696.0,3.0,may,low,neutral,,,
13.08.06-1812,non_fbis,96,GATE_expressive-subjectivity,1949,1982,9696.0,33.0,if it becomes more of a nuisance,low,negative,,,
13.08.06-1812,non_fbis,92,GATE_direct-subjective,1758,1763,9698.0,5.0,think,low,neutral,low,,
13.08.06-1812,non_fbis,16,GATE_direct-subjective,1775,1786,9698.0,11.0,finding out,low,neutral,low,,
13.08.06-1812,non_fbis,4,GATE_attitude,361,423,9711.0,62.0,suspect the one-ton car floated ever so slightly off the rail,low,,,arguing-pos,
13.08.06-1812,non_fbis,2,GATE_attitude,1775,1786,9698.0,11.0,finding out,low,,,other-attitude,
13.10.41-18948,non_fbis,97,GATE_attitude,538,566,9720.0,28.0,delivering further criticism,medium-high,,,sentiment-neg,
13.10.41-18948,non_fbis,89,GATE_attitude,744,753,9719.0,9.0,hinted at,low,,,intention-pos,very-uncertain
13.10.41-18948,non_fbis,87,GATE_direct-subjective,418,430,9720.0,12.0,condemnation,high,negative,high,,
13.10.41-18948,non_fbis,83,GATE_direct-subjective,117,122,9721.0,5.0,wants,medium,positive,medium,,
