id,rating,set,text,type
12056,9,0.0,,1.0
12057,10,0.0,,1.0
12058,9,0.0,,1.0
12059,10,0.0,,1.0
1205,10,0.0,,1.0
12060,10,0.0,,1.0
12061,8,0.0,,1.0
12062,10,0.0,,1.0
12063,10,0.0,,1.0
12064,10,0.0,,1.0
12065,10,0.0,,1.0
12066,10,0.0,,1.0
12067,7,0.0,,1.0
12068,7,0.0,,1.0
12069,10,0.0,,1.0
1206,10,0.0,,1.0
12070,8,0.0,,1.0
12071,10,0.0,,1.0
12072,9,0.0,,1.0
12073,10,0.0,,1.0
12074,10,0.0,,1.0
12075,10,0.0,,1.0
12076,10,0.0,,1.0
12077,8,0.0,,1.0
12078,8,0.0,,1.0
12079,10,0.0,,1.0
1207,10,0.0,,1.0
12080,10,0.0,,1.0
12081,10,0.0,,1.0
12082,10,0.0,,1.0
12083,10,0.0,,1.0
12084,10,0.0,,1.0
12085,10,0.0,,1.0
12086,9,0.0,,1.0
12087,10,0.0,,1.0
12088,7,0.0,,1.0
12089,10,0.0,,1.0
1208,10,0.0,,1.0
12090,8,0.0,,1.0
12091,8,0.0,,1.0
12092,8,0.0,,1.0
12093,8,0.0,,1.0
12094,10,0.0,,1.0
12095,9,0.0,,1.0
12096,10,0.0,,1.0
12097,10,0.0,,1.0
12098,10,0.0,,1.0
12099,8,0.0,,1.0
1209,7,0.0,,1.0
120,9,0.0,,1.0
12100,10,0.0,,1.0
12101,8,0.0,,1.0
12102,10,0.0,,1.0
12103,10,0.0,,1.0
12104,7,0.0,,1.0
12105,10,0.0,,1.0
12106,10,0.0,,1.0
12107,9,0.0,,1.0
12108,10,0.0,,1.0
12109,10,0.0,,1.0
1210,8,0.0,,1.0
12110,7,0.0,,1.0
12111,8,0.0,,1.0
12112,8,0.0,,1.0
12113,7,0.0,,1.0
12114,9,0.0,,1.0
12115,7,0.0,,1.0
12116,9,0.0,,1.0
12117,10,0.0,,1.0
12118,8,0.0,,1.0
12119,10,0.0,,1.0
1211,8,0.0,,1.0
12120,7,0.0,,1.0
12121,9,0.0,,1.0
12122,10,0.0,,1.0
12123,7,0.0,,1.0
12124,8,0.0,,1.0
12125,7,0.0,,1.0
12126,8,0.0,,1.0
12127,10,0.0,,1.0
12128,7,0.0,,1.0
12129,10,0.0,,1.0
1212,7,0.0,,1.0
12130,8,0.0,,1.0
12131,8,0.0,,1.0
12132,8,0.0,,1.0
12133,7,0.0,,1.0
12134,7,0.0,,1.0
12135,8,0.0,,1.0
12136,8,0.0,,1.0
12137,8,0.0,,1.0
12138,7,0.0,,1.0
12139,7,0.0,,1.0
1213,7,0.0,,1.0
12140,8,0.0,,1.0
12141,9,0.0,,1.0
12142,8,0.0,,1.0
12143,9,0.0,,1.0
12144,8,0.0,,1.0
12145,9,0.0,,1.0
12146,8,0.0,,1.0
12147,10,0.0,,1.0
12148,9,0.0,,1.0
12149,10,0.0,,1.0
1214,7,0.0,,1.0
12150,10,0.0,,1.0
12151,10,0.0,,1.0
12152,10,0.0,,1.0
12153,7,0.0,,1.0
12154,7,0.0,,1.0
12155,10,0.0,,1.0
12156,8,0.0,,1.0
12157,7,0.0,,1.0
12158,10,0.0,,1.0
12159,8,0.0,,1.0
1215,10,0.0,,1.0
12160,8,0.0,,1.0
12161,8,0.0,,1.0
12162,8,0.0,,1.0
12163,7,0.0,,1.0
12164,8,0.0,,1.0
12165,8,0.0,,1.0
12166,10,0.0,,1.0
12167,7,0.0,,1.0
12168,10,0.0,,1.0
12169,8,0.0,,1.0
1216,10,0.0,,1.0
12170,9,0.0,,1.0
12171,9,0.0,,1.0
12172,8,0.0,,1.0
12173,9,0.0,,1.0
12174,10,0.0,,1.0
12175,9,0.0,,1.0
12176,10,0.0,,1.0
12177,8,0.0,,1.0
12178,7,0.0,,1.0
12179,7,0.0,,1.0
1217,7,0.0,,1.0
12180,7,0.0,,1.0
12181,10,0.0,,1.0
12182,10,0.0,,1.0
12183,9,0.0,,1.0
12184,10,0.0,,1.0
12185,10,0.0,,1.0
12186,10,0.0,,1.0
12187,8,0.0,,1.0
12188,10,0.0,,1.0
12189,10,0.0,,1.0
1218,10,0.0,,1.0
12190,9,0.0,,1.0
12191,9,0.0,,1.0
12192,7,0.0,,1.0
12193,8,0.0,,1.0
12194,10,0.0,,1.0
12195,10,0.0,,1.0
12196,7,0.0,,1.0
12197,7,0.0,,1.0
12198,10,0.0,,1.0
12199,7,0.0,,1.0
1219,9,0.0,,1.0
121,8,0.0,,1.0
12200,10,0.0,,1.0
12201,10,0.0,,1.0
12202,10,0.0,,1.0
12203,10,0.0,,1.0
12204,10,0.0,,1.0
12205,10,0.0,,1.0
12206,10,0.0,,1.0
12207,9,0.0,,1.0
12208,9,0.0,,1.0
12209,9,0.0,,1.0
1220,10,0.0,,1.0
12210,10,0.0,,1.0
12211,10,0.0,,1.0
12212,10,0.0,,1.0
12213,10,0.0,,1.0
12214,10,0.0,,1.0
12215,10,0.0,,1.0
12216,10,0.0,,1.0
12217,9,0.0,,1.0
12218,8,0.0,,1.0
12219,7,0.0,,1.0
1221,10,0.0,,1.0
12220,8,0.0,,1.0
12221,10,0.0,,1.0
12222,7,0.0,,1.0
12223,7,0.0,,1.0
12224,9,0.0,,1.0
12225,10,0.0,,1.0
12226,7,0.0,,1.0
12227,7,0.0,,1.0
12228,9,0.0,,1.0
12229,9,0.0,,1.0
1222,8,0.0,,1.0
12230,7,0.0,,1.0
12231,7,0.0,,1.0
12232,8,0.0,,1.0
12233,10,0.0,,1.0
12234,7,0.0,,1.0
12235,8,0.0,,1.0
12236,10,0.0,,1.0
12237,10,0.0,,1.0
12238,10,0.0,,1.0
12239,7,0.0,,1.0
1223,8,0.0,,1.0
12240,10,0.0,,1.0
12241,8,0.0,,1.0
12242,8,0.0,,1.0
12243,10,0.0,,1.0
12244,8,0.0,,1.0
12245,10,0.0,,1.0
12246,9,0.0,,1.0
12247,9,0.0,,1.0
12248,9,0.0,,1.0
12249,7,0.0,,1.0
1224,8,0.0,,1.0
12250,10,0.0,,1.0
12251,8,0.0,,1.0
12252,8,0.0,,1.0
12253,10,0.0,,1.0
12254,7,0.0,,1.0
12255,9,0.0,,1.0
12256,9,0.0,,1.0
12257,7,0.0,,1.0
12258,10,0.0,,1.0
12259,8,0.0,,1.0
1225,7,0.0,,1.0
12260,7,0.0,,1.0
12261,7,0.0,,1.0
12262,7,0.0,,1.0
12263,10,0.0,,1.0
12264,7,0.0,,1.0
12265,9,0.0,,1.0
12266,7,0.0,,1.0
12267,8,0.0,,1.0
12268,9,0.0,,1.0
12269,9,0.0,,1.0
1226,7,0.0,,1.0
12270,9,0.0,,1.0
12271,10,0.0,,1.0
12272,8,0.0,,1.0
12273,9,0.0,,1.0
12274,9,0.0,,1.0
12275,7,0.0,,1.0
12276,9,0.0,,1.0
12277,7,0.0,,1.0
12278,7,0.0,,1.0
12279,9,0.0,,1.0
1227,7,0.0,,1.0
12280,7,0.0,,1.0
12281,8,0.0,,1.0
12282,10,0.0,,1.0
12283,8,0.0,,1.0
12284,10,0.0,,1.0
12285,10,0.0,,1.0
12286,10,0.0,,1.0
12287,9,0.0,,1.0
12288,7,0.0,,1.0
12289,10,0.0,,1.0
1228,7,0.0,,1.0
12290,10,0.0,,1.0
12291,7,0.0,,1.0
12292,10,0.0,,1.0
12293,7,0.0,,1.0
12294,10,0.0,,1.0
12295,7,0.0,,1.0
12296,9,0.0,,1.0
12297,7,0.0,,1.0
12298,9,0.0,,1.0
12299,9,0.0,,1.0
1229,7,0.0,,1.0
122,8,0.0,,1.0
12300,10,0.0,,1.0
12301,10,0.0,,1.0
12302,9,0.0,,1.0
12303,10,0.0,,1.0
12304,10,0.0,,1.0
12305,9,0.0,,1.0
12306,10,0.0,,1.0
12307,9,0.0,,1.0
12308,10,0.0,,1.0
12309,10,0.0,,1.0
1230,10,0.0,,1.0
12310,10,0.0,,1.0
12311,10,0.0,,1.0
12312,10,0.0,,1.0
12313,10,0.0,,1.0
12314,10,0.0,,1.0
12315,10,0.0,,1.0
12316,9,0.0,,1.0
12317,10,0.0,,1.0
12318,10,0.0,,1.0
12319,10,0.0,,1.0
1231,7,0.0,,1.0
12320,10,0.0,,1.0
12321,9,0.0,,1.0
12322,8,0.0,,1.0
12323,9,0.0,,1.0
12324,10,0.0,,1.0
12325,10,0.0,,1.0
12326,10,0.0,,1.0
12327,10,0.0,,1.0
12328,7,0.0,,1.0
12329,8,0.0,,1.0
1232,8,0.0,,1.0
12330,8,0.0,,1.0
12331,9,0.0,,1.0
12332,7,0.0,,1.0
12333,7,0.0,,1.0
12334,8,0.0,,1.0
12335,7,0.0,,1.0
12336,7,0.0,,1.0
12337,9,0.0,,1.0
12338,8,0.0,,1.0
12339,7,0.0,,1.0
1233,10,0.0,,1.0
12340,8,0.0,,1.0
12341,7,0.0,,1.0
12342,7,0.0,,1.0
12343,7,0.0,,1.0
12344,10,0.0,,1.0
12345,10,0.0,,1.0
12346,8,0.0,,1.0
12347,10,0.0,,1.0
12348,10,0.0,,1.0
12349,9,0.0,,1.0
1234,10,0.0,,1.0
12350,10,0.0,,1.0
12351,8,0.0,,1.0
12352,8,0.0,,1.0
12353,7,0.0,,1.0
12354,8,0.0,,1.0
12355,8,0.0,,1.0
12356,10,0.0,,1.0
12357,7,0.0,,1.0
12358,7,0.0,,1.0
12359,7,0.0,,1.0
1235,8,0.0,,1.0
12360,7,0.0,,1.0
12361,9,0.0,,1.0
12362,10,0.0,,1.0
12363,7,0.0,,1.0
12364,7,0.0,,1.0
12365,10,0.0,,1.0
12366,9,0.0,,1.0
12367,9,0.0,,1.0
12368,9,0.0,,1.0
12369,10,0.0,,1.0
1236,7,0.0,,1.0
12370,10,0.0,,1.0
12371,10,0.0,,1.0
12372,9,0.0,,1.0
12373,10,0.0,,1.0
12374,10,0.0,,1.0
12375,10,0.0,,1.0
12376,10,0.0,,1.0
12377,10,0.0,,1.0
12378,7,0.0,,1.0
12379,7,0.0,,1.0
1237,7,0.0,,1.0
12380,7,0.0,,1.0
12381,10,0.0,,1.0
12382,9,0.0,,1.0
12383,10,0.0,,1.0
12384,10,0.0,,1.0
12385,10,0.0,,1.0
12386,10,0.0,,1.0
12387,8,0.0,,1.0
12388,7,0.0,,1.0
12389,8,0.0,,1.0
1238,8,0.0,,1.0
12390,7,0.0,,1.0
12391,8,0.0,,1.0
12392,10,0.0,,1.0
12393,7,0.0,,1.0
12394,7,0.0,,1.0
12395,10,0.0,,1.0
12396,9,0.0,,1.0
12397,10,0.0,,1.0
12398,10,0.0,,1.0
12399,10,0.0,,1.0
1239,10,0.0,,1.0
123,10,0.0,,1.0
12400,8,0.0,,1.0
12401,10,0.0,,1.0
12402,10,0.0,,1.0
12403,10,0.0,,1.0
12404,10,0.0,,1.0
12405,10,0.0,,1.0
12406,10,0.0,,1.0
12407,10,0.0,,1.0
12408,10,0.0,,1.0
12409,10,0.0,,1.0
1240,9,0.0,,1.0
12410,10,0.0,,1.0
12411,8,0.0,,1.0
12412,7,0.0,,1.0
12413,9,0.0,,1.0
12414,8,0.0,,1.0
12415,8,0.0,,1.0
12416,7,0.0,,1.0
12417,9,0.0,,1.0
12418,7,0.0,,1.0
12419,8,0.0,,1.0
1241,7,0.0,,1.0
12420,10,0.0,,1.0
12421,8,0.0,,1.0
12422,7,0.0,,1.0
12423,9,0.0,,1.0
12424,7,0.0,,1.0
12425,10,0.0,,1.0
12426,7,0.0,,1.0
12427,8,0.0,,1.0
12428,7,0.0,,1.0
12429,10,0.0,,1.0
1242,7,0.0,,1.0
12430,8,0.0,,1.0
12431,8,0.0,,1.0
12432,7,0.0,,1.0
12433,8,0.0,,1.0
12434,8,0.0,,1.0
12435,8,0.0,,1.0
12436,10,0.0,,1.0
12437,8,0.0,,1.0
12438,10,0.0,,1.0
12439,8,0.0,,1.0
1243,7,0.0,,1.0
12440,7,0.0,,1.0
12441,9,0.0,,1.0
12442,10,0.0,,1.0
12443,10,0.0,,1.0
12444,10,0.0,,1.0
12445,10,0.0,,1.0
12446,9,0.0,,1.0
12447,7,0.0,,1.0
12448,10,0.0,,1.0
12449,8,0.0,,1.0
1244,9,0.0,,1.0
12450,7,0.0,,1.0
12451,10,0.0,,1.0
12452,8,0.0,,1.0
12453,10,0.0,,1.0
12454,10,0.0,,1.0
12455,10,0.0,,1.0
12456,8,0.0,,1.0
12457,8,0.0,,1.0
12458,10,0.0,,1.0
12459,10,0.0,,1.0
1245,8,0.0,,1.0
12460,8,0.0,,1.0
12461,8,0.0,,1.0
12462,9,0.0,,1.0
12463,10,0.0,,1.0
12464,8,0.0,,1.0
12465,10,0.0,,1.0
12466,10,0.0,,1.0
12467,10,0.0,,1.0
12468,10,0.0,,1.0
12469,7,0.0,,1.0
1246,9,0.0,,1.0
12470,7,0.0,,1.0
12471,8,0.0,,1.0
12472,10,0.0,,1.0
12473,8,0.0,,1.0
12474,8,0.0,,1.0
12475,8,0.0,,1.0
12476,8,0.0,,1.0
12477,7,0.0,,1.0
12478,9,0.0,,1.0
12479,9,0.0,,1.0
1247,9,0.0,,1.0
12480,8,0.0,,1.0
12481,10,0.0,,1.0
12482,9,0.0,,1.0
12483,7,0.0,,1.0
12484,9,0.0,,1.0
12485,8,0.0,,1.0
12486,9,0.0,,1.0
12487,7,0.0,,1.0
12488,8,0.0,,1.0
12489,10,0.0,,1.0
1248,8,0.0,,1.0
12490,10,0.0,,1.0
12491,9,0.0,,1.0
12492,10,0.0,,1.0
12493,7,0.0,,1.0
12494,8,0.0,,1.0
12495,10,0.0,,1.0
12496,10,0.0,,1.0
12497,10,0.0,,1.0
12498,7,0.0,,1.0
12499,10,0.0,,1.0
1249,9,0.0,,1.0
124,10,0.0,,1.0
1250,9,0.0,,1.0
1251,10,0.0,,1.0
1252,7,0.0,,1.0
1253,9,0.0,,1.0
1254,10,0.0,,1.0
1255,8,0.0,,1.0
1256,7,0.0,,1.0
1257,10,0.0,,1.0
1258,10,0.0,,1.0
1259,10,0.0,,1.0
125,7,0.0,,1.0
1260,10,0.0,,1.0
1261,7,0.0,,1.0
1262,8,0.0,,1.0
1263,9,0.0,,1.0
1264,9,0.0,,1.0
1265,10,0.0,,1.0
1266,8,0.0,,1.0
1267,8,0.0,,1.0
1268,8,0.0,,1.0
1269,10,0.0,,1.0
126,10,0.0,,1.0
1270,8,0.0,,1.0
1271,9,0.0,,1.0
1272,8,0.0,,1.0
1273,7,0.0,,1.0
1274,7,0.0,,1.0
1275,7,0.0,,1.0
1276,9,0.0,,1.0
1277,7,0.0,,1.0
1278,10,0.0,,1.0
1279,8,0.0,,1.0
127,10,0.0,,1.0
1280,9,0.0,,1.0
1281,9,0.0,,1.0
1282,10,0.0,,1.0
1283,10,0.0,,1.0
1284,9,0.0,,1.0
1285,9,0.0,,1.0
1286,8,0.0,,1.0
1287,8,0.0,,1.0
1288,8,0.0,,1.0
1289,8,0.0,,1.0
128,10,0.0,,1.0
1290,10,0.0,,1.0
1291,7,0.0,,1.0
1292,8,0.0,,1.0
1293,10,0.0,,1.0
1294,7,0.0,,1.0
1295,8,0.0,,1.0
1296,8,0.0,,1.0
1297,7,0.0,,1.0
1298,8,0.0,,1.0
1299,9,0.0,,1.0
129,9,0.0,,1.0
12,9,0.0,,1.0
1300,9,0.0,,1.0
1301,9,0.0,,1.0
1302,8,0.0,,1.0
1303,10,0.0,,1.0
1304,8,0.0,,1.0
1305,9,0.0,,1.0
1306,8,0.0,,1.0
1307,10,0.0,,1.0
1308,8,0.0,,1.0
1309,7,0.0,,1.0
130,9,0.0,,1.0
1310,8,0.0,,1.0
1311,9,0.0,,1.0
1312,10,0.0,,1.0
1313,9,0.0,,1.0
1314,8,0.0,,1.0
1315,10,0.0,,1.0
1316,10,0.0,,1.0
1317,10,0.0,,1.0
1318,8,0.0,,1.0
1319,10,0.0,,1.0
131,7,0.0,,1.0
1320,9,0.0,,1.0
1321,10,0.0,,1.0
1322,9,0.0,,1.0
1323,9,0.0,,1.0
1324,10,0.0,,1.0
1325,9,0.0,,1.0
1326,8,0.0,,1.0
1327,9,0.0,,1.0
1328,9,0.0,,1.0
1329,7,0.0,,1.0
132,9,0.0,,1.0
1330,10,0.0,,1.0
1331,9,0.0,,1.0
1332,7,0.0,,1.0
1333,7,0.0,,1.0
1334,10,0.0,,1.0
1335,7,0.0,,1.0
1336,10,0.0,,1.0
1337,10,0.0,,1.0
1338,7,0.0,,1.0
1339,8,0.0,,1.0
133,8,0.0,,1.0
1340,10,0.0,,1.0
1341,10,0.0,,1.0
1342,10,0.0,,1.0
1343,10,0.0,,1.0
1344,10,0.0,,1.0
1345,9,0.0,,1.0
1346,7,0.0,,1.0
1347,8,0.0,,1.0
1348,8,0.0,,1.0
1349,9,0.0,,1.0
134,8,0.0,,1.0
1350,8,0.0,,1.0
1351,7,0.0,,1.0
1352,7,0.0,,1.0
1353,7,0.0,,1.0
1354,7,0.0,,1.0
1355,7,0.0,,1.0
1356,8,0.0,,1.0
1357,9,0.0,,1.0
1358,10,0.0,,1.0
1359,10,0.0,,1.0
135,9,0.0,,1.0
1360,7,0.0,,1.0
1361,9,0.0,,1.0
1362,9,0.0,,1.0
1363,10,0.0,,1.0
1364,10,0.0,,1.0
1365,8,0.0,,1.0
1366,10,0.0,,1.0
1367,10,0.0,,1.0
1368,8,0.0,,1.0
1369,7,0.0,,1.0
136,9,0.0,,1.0
1370,10,0.0,,1.0
1371,8,0.0,,1.0
1372,10,0.0,,1.0
1373,10,0.0,,1.0
1374,9,0.0,,1.0
1375,10,0.0,,1.0
1376,8,0.0,,1.0
1377,10,0.0,,1.0
1378,10,0.0,,1.0
1379,10,0.0,,1.0
137,7,0.0,,1.0
1380,9,0.0,,1.0
1381,7,0.0,,1.0
1382,10,0.0,,1.0
1383,10,0.0,,1.0
1384,9,0.0,,1.0
1385,7,0.0,,1.0
1386,10,0.0,,1.0
1387,8,0.0,,1.0
1388,8,0.0,,1.0
1389,7,0.0,,1.0
138,8,0.0,,1.0
1390,8,0.0,,1.0
1391,7,0.0,,1.0
1392,7,0.0,,1.0
1393,8,0.0,,1.0
1394,9,0.0,,1.0
1395,7,0.0,,1.0
1396,8,0.0,,1.0
1397,10,0.0,,1.0
1398,8,0.0,,1.0
1399,7,0.0,,1.0
139,9,0.0,,1.0
13,9,0.0,,1.0
1400,7,0.0,,1.0
1401,10,0.0,,1.0
1402,8,0.0,,1.0
1403,7,0.0,,1.0
1404,10,0.0,,1.0
1405,10,0.0,,1.0
1406,10,0.0,,1.0
1407,7,0.0,,1.0
1408,10,0.0,,1.0
1409,10,0.0,,1.0
140,9,0.0,,1.0
1410,7,0.0,,1.0
1411,10,0.0,,1.0
1412,7,0.0,,1.0
1413,9,0.0,,1.0
1414,10,0.0,,1.0
1415,9,0.0,,1.0
1416,7,0.0,,1.0
1417,9,0.0,,1.0
1418,10,0.0,,1.0
1419,10,0.0,,1.0
141,8,0.0,,1.0
1420,8,0.0,,1.0
1421,10,0.0,,1.0
1422,10,0.0,,1.0
1423,10,0.0,,1.0
1424,10,0.0,,1.0
1425,8,0.0,,1.0
1426,7,0.0,,1.0
1427,10,0.0,,1.0
1428,10,0.0,,1.0
1429,7,0.0,,1.0
142,8,0.0,,1.0
1430,10,0.0,,1.0
1431,7,0.0,,1.0
1432,10,0.0,,1.0
1433,8,0.0,,1.0
1434,10,0.0,,1.0
1435,10,0.0,,1.0
1436,9,0.0,,1.0
1437,8,0.0,,1.0
1438,9,0.0,,1.0
1439,8,0.0,,1.0
143,8,0.0,,1.0
1440,8,0.0,,1.0
1441,8,0.0,,1.0
1442,8,0.0,,1.0
1443,7,0.0,,1.0
1444,8,0.0,,1.0
1445,9,0.0,,1.0
1446,9,0.0,,1.0
1447,9,0.0,,1.0
1448,8,0.0,,1.0
1449,8,0.0,,1.0
144,9,0.0,,1.0
1450,10,0.0,,1.0
1451,7,0.0,,1.0
1452,9,0.0,,1.0
1453,10,0.0,,1.0
1454,8,0.0,,1.0
1455,10,0.0,,1.0
1456,8,0.0,,1.0
1457,10,0.0,,1.0
1458,8,0.0,,1.0
1459,7,0.0,,1.0
145,9,0.0,,1.0
1460,9,0.0,,1.0
1461,7,0.0,,1.0
1462,9,0.0,,1.0
1463,9,0.0,,1.0
1464,9,0.0,,1.0
1465,7,0.0,,1.0
1466,8,0.0,,1.0
1467,10,0.0,,1.0
1468,7,0.0,,1.0
1469,9,0.0,,1.0
146,8,0.0,,1.0
1470,8,0.0,,1.0
1471,10,0.0,,1.0
1472,10,0.0,,1.0
1473,7,0.0,,1.0
1474,7,0.0,,1.0
1475,7,0.0,,1.0
1476,8,0.0,,1.0
1477,8,0.0,,1.0
1478,8,0.0,,1.0
1479,8,0.0,,1.0
147,10,0.0,,1.0
1480,7,0.0,,1.0
1481,10,0.0,,1.0
1482,10,0.0,,1.0
1483,8,0.0,,1.0
1484,10,0.0,,1.0
1485,10,0.0,,1.0
1486,9,0.0,,1.0
1487,9,0.0,,1.0
1488,10,0.0,,1.0
1489,10,0.0,,1.0
148,9,0.0,,1.0
1490,9,0.0,,1.0
1491,10,0.0,,1.0
1492,9,0.0,,1.0
1493,10,0.0,,1.0
1494,10,0.0,,1.0
1495,9,0.0,,1.0
1496,10,0.0,,1.0
1497,10,0.0,,1.0
1498,10,0.0,,1.0
1499,9,0.0,,1.0
149,9,0.0,,1.0
14,8,0.0,,1.0
1500,9,0.0,,1.0
1501,9,0.0,,1.0
1502,10,0.0,,1.0
1503,8,0.0,,1.0
1504,9,0.0,,1.0
1505,7,0.0,,1.0
1506,7,0.0,,1.0
1507,8,0.0,,1.0
1508,7,0.0,,1.0
1509,8,0.0,,1.0
150,9,0.0,,1.0
1510,8,0.0,,1.0
1511,9,0.0,,1.0
1512,9,0.0,,1.0
1513,8,0.0,,1.0
1514,7,0.0,,1.0
1515,7,0.0,,1.0
1516,7,0.0,,1.0
1517,9,0.0,,1.0
1518,10,0.0,,1.0
1519,9,0.0,,1.0
151,8,0.0,,1.0
1520,8,0.0,,1.0
1521,8,0.0,,1.0
1522,10,0.0,,1.0
1523,10,0.0,,1.0
1524,10,0.0,,1.0
1525,10,0.0,,1.0
1526,7,0.0,,1.0
1527,10,0.0,,1.0
1528,9,0.0,,1.0
1529,10,0.0,,1.0
152,10,0.0,,1.0
1530,10,0.0,,1.0
1531,9,0.0,,1.0
1532,10,0.0,,1.0
1533,10,0.0,,1.0
1534,10,0.0,,1.0
1535,7,0.0,,1.0
1536,10,0.0,,1.0
1537,10,0.0,,1.0
1538,7,0.0,,1.0
1539,10,0.0,,1.0
153,8,0.0,,1.0
1540,10,0.0,,1.0
1541,10,0.0,,1.0
1542,7,0.0,,1.0
1543,7,0.0,,1.0
1544,10,0.0,,1.0
1545,7,0.0,,1.0
1546,7,0.0,,1.0
1547,9,0.0,,1.0
1548,10,0.0,,1.0
1549,10,0.0,,1.0
154,9,0.0,,1.0
1550,7,0.0,,1.0
1551,7,0.0,,1.0
1552,10,0.0,,1.0
1553,10,0.0,,1.0
1554,8,0.0,,1.0
1555,10,0.0,,1.0
1556,9,0.0,,1.0
1557,10,0.0,,1.0
1558,9,0.0,,1.0
1559,10,0.0,,1.0
155,8,0.0,,1.0
1560,10,0.0,,1.0
1561,10,0.0,,1.0
1562,8,0.0,,1.0
1563,8,0.0,,1.0
1564,8,0.0,,1.0
1565,7,0.0,,1.0
1566,8,0.0,,1.0
1567,7,0.0,,1.0
1568,9,0.0,,1.0
1569,8,0.0,,1.0
156,9,0.0,,1.0
1570,8,0.0,,1.0
1571,8,0.0,,1.0
1572,8,0.0,,1.0
1573,8,0.0,,1.0
1574,9,0.0,,1.0
1575,8,0.0,,1.0
1576,7,0.0,,1.0
1577,8,0.0,,1.0
1578,7,0.0,,1.0
1579,7,0.0,,1.0
157,10,0.0,,1.0
1580,8,0.0,,1.0
1581,8,0.0,,1.0
1582,8,0.0,,1.0
1583,8,0.0,,1.0
1584,7,0.0,,1.0
1585,8,0.0,,1.0
1586,7,0.0,,1.0
1587,9,0.0,,1.0
1588,7,0.0,,1.0
1589,9,0.0,,1.0
158,9,0.0,,1.0
1590,10,0.0,,1.0
1591,10,0.0,,1.0
1592,10,0.0,,1.0
1593,10,0.0,,1.0
1594,8,0.0,,1.0
1595,10,0.0,,1.0
1596,8,0.0,,1.0
1597,7,0.0,,1.0
1598,10,0.0,,1.0
1599,7,0.0,,1.0
159,10,0.0,,1.0
15,10,0.0,,1.0
1600,10,0.0,,1.0
1601,10,0.0,,1.0
1602,10,0.0,,1.0
1603,10,0.0,,1.0
1604,8,0.0,,1.0
1605,9,0.0,,1.0
1606,10,0.0,,1.0
1607,9,0.0,,1.0
1608,7,0.0,,1.0
1609,10,0.0,,1.0
160,10,0.0,,1.0
1610,8,0.0,,1.0
1611,10,0.0,,1.0
1612,8,0.0,,1.0
1613,10,0.0,,1.0
1614,10,0.0,,1.0
1615,9,0.0,,1.0
1616,8,0.0,,1.0
1617,7,0.0,,1.0
1618,10,0.0,,1.0
1619,10,0.0,,1.0
161,7,0.0,,1.0
1620,7,0.0,,1.0
1621,9,0.0,,1.0
1622,9,0.0,,1.0
1623,8,0.0,,1.0
1624,8,0.0,,1.0
1625,9,0.0,,1.0
1626,7,0.0,,1.0
1627,10,0.0,,1.0
1628,8,0.0,,1.0
1629,8,0.0,,1.0
162,8,0.0,,1.0
1630,7,0.0,,1.0
1631,7,0.0,,1.0
1632,7,0.0,,1.0
1633,8,0.0,,1.0
1634,7,0.0,,1.0
1635,7,0.0,,1.0
1636,8,0.0,,1.0
1637,10,0.0,,1.0
1638,10,0.0,,1.0
1639,10,0.0,,1.0
163,7,0.0,,1.0
1640,8,0.0,,1.0
1641,10,0.0,,1.0
1642,10,0.0,,1.0
1643,10,0.0,,1.0
1644,9,0.0,,1.0
1645,10,0.0,,1.0
1646,7,0.0,,1.0
1647,10,0.0,,1.0
1648,9,0.0,,1.0
1649,10,0.0,,1.0
164,7,0.0,,1.0
1650,9,0.0,,1.0
1651,10,0.0,,1.0
1652,10,0.0,,1.0
1653,10,0.0,,1.0
1654,10,0.0,,1.0
1655,9,0.0,,1.0
1656,7,0.0,,1.0
1657,9,0.0,,1.0
1658,10,0.0,,1.0
1659,7,0.0,,1.0
165,7,0.0,,1.0
1660,8,0.0,,1.0
1661,10,0.0,,1.0
1662,7,0.0,,1.0
1663,9,0.0,,1.0
1664,9,0.0,,1.0
1665,8,0.0,,1.0
1666,9,0.0,,1.0
1667,10,0.0,,1.0
1668,7,0.0,,1.0
1669,9,0.0,,1.0
166,7,0.0,,1.0
1670,8,0.0,,1.0
1671,7,0.0,,1.0
1672,10,0.0,,1.0
1673,8,0.0,,1.0
1674,9,0.0,,1.0
1675,9,0.0,,1.0
1676,10,0.0,,1.0
1677,10,0.0,,1.0
1678,9,0.0,,1.0
1679,10,0.0,,1.0
167,10,0.0,,1.0
1680,10,0.0,,1.0
1681,10,0.0,,1.0
1682,10,0.0,,1.0
1683,9,0.0,,1.0
1684,8,0.0,,1.0
1685,10,0.0,,1.0
1686,10,0.0,,1.0
1687,10,0.0,,1.0
1688,10,0.0,,1.0
1689,8,0.0,,1.0
168,8,0.0,,1.0
1690,9,0.0,,1.0
1691,10,0.0,,1.0
1692,10,0.0,,1.0
1693,7,0.0,,1.0
1694,7,0.0,,1.0
1695,7,0.0,,1.0
1696,10,0.0,,1.0
1697,7,0.0,,1.0
1698,10,0.0,,1.0
1699,8,0.0,,1.0
169,7,0.0,,1.0
16,8,0.0,,1.0
1700,8,0.0,,1.0
1701,7,0.0,,1.0
1702,7,0.0,,1.0
1703,7,0.0,,1.0
1704,8,0.0,,1.0
1705,7,0.0,,1.0
1706,9,0.0,,1.0
1707,8,0.0,,1.0
1708,7,0.0,,1.0
