index,docName,dirName,idx,startByte,endByte,sentLen,annotsCount,text,sentiment-measured,sentiment-type,sentiment-intensity
12873,chapter-10,ula,35,35579,35683,104.0,3.0,Powell said that Wolfowitz was not able to justify his belief that Iraq was behind 9/11.,1.0,0.0,0.0
12876,chapter-10,ula,38,21748,21935,187.0,3.0,Musharraf said the GOP [government of Pakistan] was making substantial concessions in allowing use of its territory and that he would pay a domestic price.,1.0,0.0,0.0
12878,chapter-10,ula,40,35382,35553,171.0,6.0,Secretary Powell recalled that Wolfowitz-not Rumsfeld-argued that Iraq was ultimately the source of the terrorist problem and should therefore be attacked.,1.0,0.0,0.0
12879,chapter-10,ula,41,13805,13986,181.0,2.0,We found no evidence that anyone at the White House above the level of Richard Clarke participated in a decision on the departure of Saudi nationals.,1.0,0.0,0.0
12882,chapter-10,ula,44,19781,19912,131.0,2.0,"They concluded that if Pakistan decided not to help the United States, it too would be at risk.",1.0,0.0,0.0
12883,chapter-10,ula,45,26132,26243,111.0,5.0,"President Bush later praised this proposal, saying it had been a turning point in his thinking.",1.0,0.0,0.824899
12889,chapter-10,ula,51,28253,28453,200.0,2.0,President Bush instructed Rumsfeld and Shelton to develop further the Camp David military plan to attack the Taliban and al Qaeda if the Taliban rejected the ultimatum.,1.0,1.0,0.377240679554
12892,chapter-10,ula,54,13616,13723,107.0,2.0,"To the contrary, every flight we have identified occurred after national airspace reopened.",1.0,0.0,0.0
12900,chapter-10,ula,62,15423,15624,201.0,2.0,The Saudi government was advised of and agreed to the FBI's requirements that passengers be identified and checked against various databases before the flights departed.,1.0,0.0,0.9375
12901,chapter-10,ula,63,39125,39358,233.0,2.0,"General Tommy Franks, the commanding general of Central Command, recalled receiving Rumsfeld's guidance that each regional commander should assess what these plans meant for his area of responsibility.",1.0,0.0,0.0
12903,chapter-10,ula,65,32405,32578,173.0,4.0,"Rice's chief staffer on Afghanistan, Zalmay Khalilzad, concurred in its conclusion that only some anecdotal evidence linked Iraq to al Qaeda.",1.0,0.0,0.9684375
12904,chapter-10,ula,66,29501,29598,97.0,2.0,But the administration knew that the Taliban was unlikely to turn over Bin Ladin.,1.0,0.0,0.0
12906,chapter-10,ula,68,6324,6561,237.0,4.0,"On September 13, President Bush promised to provide $20 billion for New York City, in addition to the $20 billion his budget director had already guessed might be needed for the country as a whole.",1.0,0.0,0.957916666667
12907,chapter-10,ula,69,37314,37606,292.0,3.0,"Writing to Rumsfeld on September 17 in a memo headlined ""Preventing More Events,"" he argued that if there was even a 10 percent chance that Saddam Hussein was behind the 9/11 attack, maximum priority should be placed on eliminating that threat.",1.0,0.0,0.997083333333
12910,chapter-10,ula,72,45764,45854,90.0,2.0,"As of July 2004, Bin Ladin and Zawahiri are still believed to be at large.",1.0,0.0,0.0
12911,chapter-10,ula,73,14689,14931,242.0,2.0,"Although White House Chief of Staff Andrew Card remembered someone telling him about the Saudi request shortly after 9/11, he said he had not talked to the Saudis and did not ask anyone to do anything about it.",1.0,0.0,0.0
12912,chapter-10,ula,74,41350,41541,191.0,2.0,"The President blamed al Qaeda for 9/11 and the 1998 embassy bombings and, for the first time, declared that al Qaeda was ""responsible for bombing the USS Cole.",1.0,1.0,0.377240679554
12915,chapter-10,ula,77,5550,5663,113.0,2.0,"The agenda in those first days is worth noting, partly as a checklist for future crisis planners.",1.0,0.0,0.96
12916,chapter-10,ula,78,40419,40974,555.0,7.0,"The CENTCOM commander told us he renewed his appeal for further military planning to respond to Iraqi moves shortly after 9/11, both because he personally felt that Iraq and al Qaeda might be engaged in some form of collusion and because he worried that Saddam might take advantage of the attacks to move against his internal enemies in the northern or southern parts of Iraq, where the United States was flying regular missions to enforce Iraqi no-fly zones.",1.0,1.0,0.364102297266
12917,chapter-10,ula,79,22136,22310,174.0,1.0,"At the September 13 NSC meeting, when Secretary Powell described Pakistan's reply, President Bush led a discussion of an appropriate ultimatum to the Taliban.",1.0,0.0,0.1
12923,chapter-10,ula,85,41630,41698,68.0,2.0,"The Taliban must act, and act immediately,"" he said.",1.0,0.0,0.0
12924,chapter-10,ula,86,23099,23491,392.0,2.0,"It therefore detailed specific U.S. demands for the Taliban: surrender Bin Ladin and his chief lieutenants, including Ayman al Zawahiri; tell the United States what the Taliban knew about al Qaeda and its operations; close all terrorist camps; free all imprisoned foreigners; and comply with all UN Security Council resolutions.",1.0,0.0,0.8125
12925,chapter-10,ula,87,34577,34745,168.0,2.0,"She recalled that in the first Camp David session chaired by the President, Rumsfeld asked what the administration should do about Iraq.",1.0,0.0,0.0
12926,chapter-10,ula,88,27,252,225.0,3.0,"WARTIME After the attacks had occurred, while crisis managers were still sorting out a number of unnerving false alarms, Air Force One flew to Barksdale Air Force Base in Louisiana.",1.0,1.0,0.390118895856
12928,chapter-10,ula,90,39869,40039,170.0,1.0,"Some members of his administration, he commented, had expressed a different view, but he was the one responsible for making the decisions.",1.0,0.0,0.0
12930,chapter-10,ula,92,17887,17996,109.0,3.0,The President noted that the attacks provided a great opportunity to engage Russia and China.,1.0,0.0,0.875
12931,chapter-10,ula,93,43108,43416,308.0,1.0,"Originally titled ""Infinite Justice,"" the operation's code word was changed-to avoid the sensibilities of Muslims who associate the power of infinite justice with God alone-to the operational name still used for operations in Afghanistan:""Enduring Freedom.",1.0,0.0,0.8875
12934,chapter-10,ula,96,33915,34025,110.0,2.0,The secretary said his instinct was to hit Saddam Hussein at the same time-not only Bin Ladin.,1.0,0.0,0.8125
12936,chapter-10,ula,98,502,766,264.0,2.0,"While the plan at the elementary school had been to return to Washington, by the time Air Force One was airborne at 9:55 A.M. the Secret Service, the President's advisers, and Vice President Cheney were strongly advising against it.",1.0,1.0,0.442282176028
12937,chapter-10,ula,99,42837,42888,51.0,2.0,We ask every nation to join us.,1.0,0.0,0.9375
12939,chapter-10,ula,101,22410,22586,176.0,2.0,"The President wanted the United States to strike the Taliban, step back, wait to see if they got the message, and hit them hard if they did not.",1.0,0.0,0.8125
12940,chapter-10,ula,102,24957,25084,127.0,1.0,"Tommy Franks, the commanding general of Central Command (CENTCOM), told us that the President was dissatisfied.",1.0,0.0,-0.85
12941,chapter-10,ula,103,35685,35796,111.0,3.0,"Paul was always of the view that Iraq was a problem that had to be dealt with,"" Powell told us.",1.0,1.0,0.364102297266
12942,chapter-10,ula,104,21652,21746,94.0,2.0,"Pakistan will need full US support as it proceeds with us,"" the embassy noted.",1.0,0.0,0.0
12944,chapter-10,ula,106,20298,21182,884.0,2.0,"to stop al Qaeda operatives at its border and end all logistical support for Bin Ladin; to give the United States blanket overflight and landing rights for all necessary military and intelligence operations; to provide territorial access to U.S. and allied military intelligence and other personnel to conduct operations against al Qaeda; to provide the United States with intelligence information; to continue to publicly condemn the terrorist acts; to cut off all shipments of fuel to the Taliban and stop recruits from going to Afghanistan; and, if the evidence implicated bin Ladin and al Qaeda and the Taliban continued to harbor them, to break relations with the Taliban government.",1.0,1.0,0.442282176028
12946,chapter-10,ula,108,35902,35997,95.0,2.0,"Powell said that President Bush did not give Wolfowitz's argument ""much weight.",1.0,1.0,0.351224080964
12950,chapter-10,ula,112,19374,19495,121.0,3.0,The principals agreed that the overall message should be that anyone supporting al Qaeda would risk harm.,1.0,0.0,0.0
12953,chapter-10,ula,115,42360,42452,92.0,2.0,"Our war on terror begins with al Qaeda, but it does not end there,"" he said.",1.0,0.0,0.9975
12956,chapter-10,ula,118,16362,16520,158.0,2.0,"PLANNING FOR WAR By late in the evening of September 11, the President had addressed the nation on the terrible events of the day.",1.0,1.0,0.390248978849
12961,chapter-10,ula,123,18522,18661,139.0,3.0,"In the first meeting, he stressed that the United States was at war with a new and different kind of enemy.",1.0,0.0,0.0
12966,chapter-10,ula,128,31837,31920,83.0,2.0,"See if Saddam did this,"" Clarke recalls the President telling them.",1.0,0.0,0.0
12967,chapter-10,ula,129,13401,13615,214.0,3.0,"First, we found no evidence that any flights of Saudi nationals, domestic or international, took place before the reopening of national airspace on the morning of September 13, 2001.",1.0,0.0,0.995833333333
12968,chapter-10,ula,130,39359,39449,90.0,2.0,He knew he would soon be striking the Taliban and al Qaeda in Afghanistan.,1.0,0.0,0.0
12969,chapter-10,ula,131,33811,33914,103.0,3.0,He thought the U.S. response should consider a wide range of options and possibilities.,1.0,0.0,0.0
12971,chapter-10,ula,133,37607,37915,308.0,4.0,"Wolfowitz contended that the odds were ""far more"" than 1 in 10, citing Saddam's praise for the attack, his long record of involvement in terrorism, and theories that Ramzi Yousef was an Iraqi agent and Iraq was behind the 1993 attack on the World Trade Center.",1.0,0.0,0.83125
12976,chapter-10,ula,138,10634,10788,154.0,2.0,The inspector general of the Justice Department found significant problems in the way the 9/11 detainees were treated.,1.0,0.0,0.8125
12977,chapter-10,ula,139,7829,8104,275.0,2.0,"By September 14, Vice President Cheney had decided to recommend, at least as a first step, a new White House entity to coordinate all the relevant agencies rather than tackle the challenge of combining them in a new department.",1.0,0.0,0.9375
12978,chapter-10,ula,140,767,926,159.0,2.0,"President Bush reluctantly acceded to this advice and, at about 10:10, Air Force One changed course and began heading due west.",1.0,0.0,0.859375
12979,chapter-10,ula,141,14932,15071,139.0,1.0,The President and Vice President told us they were not aware of the issue at all until it surfaced much later in the media.,1.0,0.0,0.0
12981,chapter-10,ula,143,2172,2329,157.0,4.0,"The next destination was discussed: once again the Secret Service recommended against returning to Washington, and the Vice President agreed.",1.0,1.0,0.364232380259
12984,chapter-10,ula,146,6839,7196,357.0,4.0,"After extraordinary emergency efforts involving the White House, the Treasury Department, and the Securities and Exchange Commission, aided by unprecedented cooperation among the usually competitive firms of the financial industry, the markets reopened on Monday, September 17.",1.0,0.0,0.8
12985,chapter-10,ula,147,37199,37313,114.0,2.0,"Within the Pentagon, Deputy Secretary Wolfowitz continued to press the case for dealing with Iraq.",1.0,0.0,0.0
12987,chapter-10,ula,149,14315,14487,172.0,2.0,"to handle that, to check to see if that was all right with them, to see if they wanted access to any of these people, and to get back to me.",1.0,0.0,0.625
12991,chapter-10,ula,153,31425,31521,96.0,2.0,He told us he recalled Iraqi support for Palestinian suicide terrorists as well.,1.0,0.0,0.0
12992,chapter-10,ula,154,23872,23987,115.0,2.0,"Therefore, State and Defense would plan to build an international coalition to go into Afghanistan.",1.0,0.0,0.0
12995,chapter-10,ula,157,39450,39586,136.0,2.0,"But, he told us, he now wondered how that action was connected to what might need to be done in Somalia, Yemen, or Iraq.",1.0,0.0,0.0
12997,chapter-10,ula,159,19496,19665,169.0,2.0,"The United States would need to integrate diplomacy, financial measures, intelligence, and military actions into an overarching strategy.",1.0,0.0,0.0
12998,chapter-10,ula,160,17674,17842,168.0,5.0,"Secretary Powell said the United States had to make it clear to Pakistan, Afghanistan, and the Arab states that the time to act was now.",1.0,0.0,0.0
12999,chapter-10,ula,161,34746,34865,119.0,2.0,"Deputy Secretary Wolfowitz made the case for striking Iraq during ""this round"" of the war on terrorism.",1.0,0.0,0.0
13000,chapter-10,ula,162,24837,24956,119.0,2.0,But the early briefings to the President and Secretary Rumsfeld on military options were disappointing.,1.0,1.0,0.364232380259
13001,chapter-10,ula,163,43710,43840,130.0,2.0,"This occurred in the weeks following 9/11, aided by overwhelming international sympathy for the United States.",1.0,0.0,0.5
13005,chapter-10,ula,167,4009,4211,202.0,2.0,"In the late afternoon, the President overruled his aides' continuing reluctance to have him return to Washington and ordered Air Force One back to Andrews Air Force Base.",1.0,1.0,0.351224080964
13006,chapter-10,ula,168,23517,23796,279.0,3.0,"The State Department proposed delivering an ultimatum to the Taliban: produce Bin Ladin and his deputies and shut down al Qaeda camps within 24 to 48 hours, or the United States will use all necessary means to destroy the terrorist infrastructure.",1.0,0.0,0.541666666666
13010,chapter-10,ula,172,21984,22109,125.0,2.0,To counterbalance that he needed to show that Pakistan was benefiting from his decisions.,1.0,0.0,0.875
13012,chapter-10,ula,174,21485,21650,165.0,2.0,"The next day, the U.S. embassy in Islamabad confirmed that Musharraf and his top military commanders had agreed to all seven demands.",1.0,0.0,0.9375
13013,chapter-10,ula,175,12006,12054,48.0,2.0,"However, the attacks of 9/11 changed everything.",1.0,0.0,0.9975
13014,chapter-10,ula,176,20179,20268,89.0,2.0,Armitage said that the United States wanted Pakistan to take seven steps:,1.0,0.0,0.9375
13016,chapter-10,ula,178,38309,38526,217.0,6.0,"Given this background, he wondered why so little thought had been devoted to the danger of suicide pilots, seeing a ""failure of imagination"" and a mind-set that dismissed possibilities.",1.0,1.0,0.403204724614
13017,chapter-10,ula,179,16521,16600,79.0,1.0,Vice President Cheney described the President's mood as somber.,1.0,0.0,0.0
13018,chapter-10,ula,180,2547,2656,109.0,2.0,"The Secret Service wanted a place where the President could spend several days, if necessary.",1.0,0.0,0.8125
13019,chapter-10,ula,181,35798,35900,102.0,2.0,And he saw this as one way of using this event as a way to deal with the Iraq problem.,1.0,0.0,0.0
13027,chapter-10,ula,189,28935,29149,214.0,2.0,"Also by September 18, Powell had contacted 58 of his foreign counterparts and received offers of general aid, search-and-rescue equipment and personnel, and medical assistance teams.",1.0,0.0,0.9375
13033,chapter-10,ula,195,27122,27255,133.0,2.0,"The purpose of this meeting,"" he recalled saying,""is to assign tasks for the first wave of the war against terrorism.",1.0,0.0,0.0
13037,chapter-10,ula,199,1093,1222,129.0,2.0,The Secret Service was also interested in refueling the aircraft and paring down the size of the traveling party.,1.0,0.0,0.9375
13041,chapter-10,ula,203,9107,9329,222.0,2.0,"Attorney General John Ashcroft told us that he saw his job in directing this effort as ""risk minimization,"" both to find out who had committed the attacks and to prevent a subsequent attack.",1.0,0.0,0.0
13042,chapter-10,ula,204,33668,33810,142.0,2.0,The notes indicate that he also told Myers that he was not simply interested in striking empty training sites.,1.0,1.0,0.377240679554
13044,chapter-10,ula,206,12452,12654,202.0,3.0,"Ashcroft told us he was determined to take every conceivable action, within the limits of the Constitution, to identify potential terrorists and deter additional attacks.",1.0,0.0,0.873333333334
13046,chapter-10,ula,208,15088,15224,136.0,2.0,None of the officials we interviewed recalled any intervention or direction on this matter from any political appointee.,1.0,0.0,0.0
13049,chapter-10,ula,211,35999,36152,153.0,5.0,"Though continuing to worry about Iraq in the following week, Powell said, President Bush saw Afghanistan as the priority.",1.0,1.0,0.351171527435
13051,chapter-10,ula,213,37916,38308,392.0,3.0,"The next day, Wolfowitz renewed the argument, writing to Rumsfeld about the interest of Yousef 's co-conspirator in the 1995 Manila air plot in crashing an explosives-laden plane into CIA headquarters, and about information from a foreign government regarding Iraqis' involvement in the attempted hijacking of a Gulf Air flight.",1.0,0.0,0.958165
13053,chapter-10,ula,215,14488,14560,72.0,2.0,"And if they had no objections, it would be fine with me.",1.0,1.0,0.338215781669
13054,chapter-10,ula,216,13987,14262,275.0,2.0,"The issue came up in one of the many video teleconferences of the interagency group Clarke chaired, and Clarke said he approved of how the FBI was dealing with the matter when it came up for interagency discussion at his level.",1.0,0.0,0.8125
13055,chapter-10,ula,217,25883,26035,152.0,2.0,He proposed inserting CIA teams into Afghanistan to work with Afghan warlords who would join the fight against al Qaeda.,1.0,0.0,0.8125
13059,chapter-10,ula,221,24670,24811,141.0,4.0,President Bush recalled that he quickly realized that the administration would have to invade Afghanistan with ground troops.,1.0,0.0,0.0
13060,chapter-10,ula,222,31522,31651,129.0,1.0,"Speculating about other possible states that could be involved, the President told us he also thought about Iran.",1.0,0.0,0.0
13065,chapter-10,ula,227,42297,42358,61.0,2.0,President Bush argued that the new war went beyond Bin Ladin.,1.0,0.0,0.0
13066,chapter-10,ula,228,23813,23871,58.0,1.0,The State Department did not expect the Taliban to comply.,1.0,0.0,0.0
13070,chapter-10,ula,232,22587,22703,116.0,3.0,He made clear that the military should focus on targets that would influence the Taliban's behavior.,1.0,0.0,0.8125
13073,chapter-10,ula,235,17843,17886,43.0,3.0,He said we would need to build a coalition.,1.0,0.0,0.958
13079,chapter-10,ula,241,42073,42270,197.0,3.0,"Other regimes faced hard choices, he pointed out: ""Every nation, in every region, now has a decision to make: Either you are with us, or you are with the terrorists.",1.0,0.0,0.0
13082,chapter-10,ula,244,21261,21484,223.0,2.0,"That afternoon, Secretary of State Powell announced at the beginning of an NSC meeting that Pakistani President Musharraf had agreed to every U.S. request for support in the war on terrorism.",1.0,0.0,0.9375
13085,chapter-10,ula,247,21936,21983,47.0,2.0,His standing in Pakistan was certain to suffer.,1.0,0.0,0.0
13087,chapter-10,ula,249,30845,31026,181.0,2.0,"PHASE TWO"" AND THE QUESTION OF IRAQ President Bush had wondered immediately after the attack whether Saddam Hussein's regime might have had a hand in it.",1.0,0.0,0.0
13092,chapter-10,ula,254,35228,35356,128.0,2.0,"Iraq's long-standing involvement in terrorism was cited, along with its interest in weapons of mass destruction.",1.0,0.0,0.8125
13098,chapter-10,ula,260,13749,13804,55.0,2.0,"Second, we found no evidence of political intervention.",1.0,0.0,0.0
13102,chapter-10,ula,264,38681,38868,187.0,2.0,"Though he emphasized the worldwide nature of the conflict, the references to specific enemies or regions named only the Taliban, al Qaeda, and Afghanistan.",1.0,0.0,0.0
13103,chapter-10,ula,265,40065,40302,237.0,5.0,"Franks told us that he was pushing independently to do more robust planning on military responses in Iraq during the summer before 9/11-a request President Bush denied, arguing that the time was not right.",1.0,1.0,0.309467440227
13105,chapter-10,ula,267,15250,15397,147.0,3.0,"Third, we believe that the FBI conducted a satisfactory screening of Saudi nationals who left the United States on charter flights.",1.0,0.0,0.91625
13106,chapter-10,ula,268,4420,4687,267.0,2.0,"After emphasizing that the first priority was to help the injured and protect against any further attacks, he said: ""We will make no distinction between the terrorists who committed these acts and those who harbor them.",1.0,0.0,0.0
13107,chapter-10,ula,269,18202,18427,225.0,2.0,"He wondered aloud how much evidence the United States would need in order to deal with these countries, pointing out that major strikes could take up to 60 days to assemble.",1.0,0.0,0.0
13111,chapter-10,ula,273,31954,32159,205.0,4.0,"While he believed the details of Clarke's account to be incorrect, President Bush acknowledged that he might well have spoken to Clarke at some point, asking him about Iraq.",1.0,0.0,0.0
13115,CNN_AARONBROWN_ENG_20051101_215800.partial-NEW,ula,2,2713,2746,33.0,2.0,and this is just a distraction /.,1.0,1.0,0.364232380259
13117,CNN_AARONBROWN_ENG_20051101_215800.partial-NEW,ula,4,995,1077,82.0,2.0,Ed_Henry male native An easy but rare maneuver with extraordinary consequences /.,1.0,0.0,0.995
13119,CNN_AARONBROWN_ENG_20051101_215800.partial-NEW,ula,6,2510,2711,201.0,8.0,and this Republican led Senate intelligence committee refuses to even ask the hard questions about the misinformation /- Ed_Henry male native Republicans insist they're completing the investigation /.,1.0,1.0,0.351224080964
13120,CNN_AARONBROWN_ENG_20051101_215800.partial-NEW,ula,7,1990,2061,71.0,3.0,And today the American people are going to see a little bit of light /.,1.0,0.0,0.966666666667
13121,CNN_AARONBROWN_ENG_20051101_215800.partial-NEW,ula,8,2747,2798,51.0,3.0,Bill_Frist male native This is purely political /.,1.0,1.0,0.364232380259
13123,CNN_AARONBROWN_ENG_20051101_215800.partial-NEW,ula,10,1,226,225.0,8.0,LU_ANNOTATE> Paula_Zahn female native Questions about the facts or what were presented as facts that led the United States into the war in Iraq Paula_Zahn female native spilled into open warfare today on the Senate floor /.,1.0,1.0,0.467778442646
13124,CNN_AARONBROWN_ENG_20051101_215800.partial-NEW,ula,11,1958,1988,30.0,2.0,that's the slap in the face /.,1.0,1.0,0.390248978849
13127,CNN_AARONBROWN_ENG_20051101_215800.partial-NEW,ula,14,2800,2851,51.0,5.0,This is settling settling an old political score /.,1.0,1.0,0.293987564066
13129,CNN_AARONBROWN_ENG_20051101_215800.partial-NEW,ula,16,1268,1472,204.0,7.0,Bill_Frist male native Not with the previous Democratic leader or or the current Democratic leader have ever I been slapped in the face with such an affront to the leadership of this grand institution /.,1.0,1.0,0.442282176028
13130,CNN_AARONBROWN_ENG_20051101_215800.partial-NEW,ula,17,383,474,91.0,4.0,Ed_Henry male native A Democratic sneak attack that sent shock waves through the Senate /.,1.0,1.0,0.389208314905
13137,CNN_AARONBROWN_ENG_20051101_215800.partial-NEW,ula,24,2294,2375,81.0,4.0,Harry_Reed male native We have lost over two thousand of our best and bravest /.,1.0,1.0,0.338215781669
13142,CNN_AARONBROWN_ENG_20051101_215800.partial-NEW,ula,29,475,539,64.0,2.0,Harry_Reed male native Mr. President enough time has gone by /.,1.0,1.0,0.390248978849
13145,CNN_AARONBROWN_ENG_20051101_215800.partial-NEW,ula,32,939,994,55.0,3.0,speaker20 male native President I second the motion /.,1.0,0.0,0.833333333334
13146,CNN_AARONBROWN_ENG_20051101_215800.partial-NEW,ula,33,541,652,111.0,7.0,I demand on behalf of the American people that we understand why these investigations aren't being conducted /.,1.0,1.0,0.234019304316
13148,CNN_AARONBROWN_ENG_20051101_215800.partial-NEW,ula,35,1473,1584,111.0,6.0,Bill_Frist male native There has been at least consideration for the other side of the aisle before a stunt /.,1.0,1.0,0.299190883784
13152,CNN_AARONBROWN_ENG_20051101_215800.partial-NEW,ula,39,2852,3140,288.0,15.0,Ed_Henry male native Democrats say they also want to signal they're ready to stand up to the Republican majority and may even filibuster the president's latest Supreme Court pick Samuel Alito a move that would make these events seem like the opening fireworks in a much nastier battle /.,1.0,1.0,0.323984181908
13158,CNN_AARONBROWN_ENG_20051101_215800.partial-NEW,ula,45,1614,1801,187.0,10.0,Ed_Henry male native Reed refused to back down demanding the Republican led intelligence committee finish a long awaited report on whether the Bush administration twisted intelligence /.,1.0,1.0,0.296459140932
13166,CNN_AARONBROWN_ENG_20051101_215800.partial-NEW,ula,53,2062,2293,231.0,8.0,Ed_Henry male native What's really going on is Democrats feel emboldened by the indictment of Vice President Cheney's former chief of staff believing this is their chance to issue a broader indictment of the Bush administration /.,1.0,1.0,0.337435283711
13170,CNN_AARONBROWN_ENG_20051101_215800.partial-NEW,ula,57,1079,1201,122.0,1.0,"The Senate chamber was locked down , television cameras shut off , so law makers could go into secret session to debate /.",1.0,0.0,0.1
13173,CNN_AARONBROWN_ENG_20051101_215800.partial-NEW,ula,60,653,826,173.0,11.0,Ed_Henry male native Democratic leader Harry Reed accused Republicans of failing to probe allegations the White House manipulated intelligence to justify the war in Iraq /.,1.0,1.0,0.520331971798
13174,CNN_AARONBROWN_ENG_20051101_215800.partial-NEW,ula,61,1802,1919,117.0,4.0,"Harry_Reed male native This investigation has been stymied stopped , obstructions thrown up every step of the way /.",1.0,1.0,0.442282176028
13175,CNN_AARONBROWN_ENG_20051101_215800.partial-NEW,ula,62,827,938,111.0,1.0,Harry_Reed male native And in accordance with rule twenty-one I now move that Senate go into closed session /.,1.0,0.0,0.875
13187,CNN_AARONBROWN_ENG_20051101_215800.partial-NEW,ula,74,292,352,60.0,4.0,Republican leader Bill Frist said the Senate was hijacked /.,1.0,1.0,0.390118895856
13189,CNN_AARONBROWN_ENG_20051101_215800.partial-NEW,ula,76,1921,1956,35.0,2.0,That's the real slap in the face /.,1.0,1.0,0.390248978849
13190,CNN_AARONBROWN_ENG_20051101_215800.partial-NEW,ula,77,1586,1613,27.0,3.0,and this is a pure stunt /.,1.0,1.0,0.390248978849
13191,CNN_AARONBROWN_ENG_20051101_215800.partial-NEW,ula,78,2377,2429,52.0,2.0,over fifteen thousand have been seriously wounded /.,1.0,1.0,0.364232380259
13192,CNN_AARONBROWN_ENG_20051101_215800.partial-NEW,ula,79,1202,1267,65.0,2.0,Ed_Henry male native Republican leader Bill Frist was enraged /.,1.0,1.0,0.598381767568
13194,CNN_AARONBROWN_ENG_20051101_215800.partial-NEW,ula,81,2431,2508,77.0,4.0,We are spending more than six million dollars a month with no end in sight /.,1.0,1.0,0.390248978849
13197,CNN_ENG_20030614_173123.4-NEW-1,ula,2,3722,3952,230.0,2.0,"i think that hamas is ready to join the political process, however, if the only price for the political price is you must fight hamas, if that's what they are requiring abu mazen to do, they are almost mandating that he will fail.",1.0,0.0,0.9810625
13198,CNN_ENG_20030614_173123.4-NEW-1,ula,3,3955,4094,139.0,1.0,"TURN> <TURN> the main test of mahmoud abbas, will be to establish an overall command of all armed groups, if not, it doesn't have a chance.",1.0,0.0,0.0
13199,CNN_ENG_20030614_173123.4-NEW-1,ula,4,1487,1586,99.0,5.0,"its basic message, the palestinian authority is corrupt, it fails to deliver, hamas is not corrupt.",1.0,1.0,0.333485964045
13201,CNN_ENG_20030614_173123.4-NEW-1,ula,6,2595,2824,229.0,2.0,"TURN> <TURN> translator: the armed intifada must end and we must use and resort to peaceful means in our quest to end the occupation and the suffering of the palestinians, and the israelis, and to establish the palestinian state.",1.0,0.0,0.83125
13204,CNN_ENG_20030614_173123.4-NEW-1,ula,9,3532,3721,189.0,1.0,"TURN> </LU_ANNOTATE WC=506 > <TURN> if you want an end to terrorism, if you want an end to violence, you have to give people hope and you have to give them a stake in the political process.",1.0,0.0,0.0
13205,CNN_ENG_20030614_173123.4-NEW-1,ula,10,621,784,163.0,2.0,"at the very beginning, it was encouraged by israel because they thought it was a counter weight to palestinian nationalism which is, of course, a secular movement.",1.0,0.0,0.0
13206,CNN_ENG_20030614_173123.4-NEW-1,ula,11,1651,1820,169.0,2.0,"unfortunately, those same charitable organizations, those same charity committees that funnel the funds to needier palestinians, also serve to support terrorist attacks.",1.0,1.0,0.364232380259
13211,CNN_ENG_20030614_173123.4-NEW-1,ula,16,2331,2460,129.0,2.0,"he is not telling them to disband and regulate their weapons, so i have no faith in the ability of abu mazen to put terror aside.",1.0,1.0,0.377240679554
13218,CNN_ENG_20030614_173123.4-NEW-1,ula,23,2463,2592,129.0,2.0,"TURN> <TURN> reporter: settlers call the just concluded israeli-american- palestinian summit a surrender, and were not impressed.",1.0,1.0,0.343471134584
13222,CNN_ENG_20030614_173123.4-NEW-1,ula,27,2192,2228,36.0,2.0,conservative israelis are skeptical.,1.0,1.0,0.377240679554
13226,CNN_ENG_20030614_173123.4-NEW-1,ula,31,1587,1650,63.0,2.0,hamas cares about the person on the street and it does deliver.,1.0,0.0,0.8125
13231,ENRON-pearson-email-25jul02,ula,1,563,582,19.0,2.0,"LU_ANNOTATE> HOWDY,",1.0,0.0,0.875
13235,ENRON-pearson-email-25jul02,ula,5,877,932,55.0,4.0,SOUNDS LIKE THIS IS GOING TO BE A GREAT BACHELOR PARTY.,1.0,0.0,0.833165
13241,ENRON-pearson-email-25jul02,ula,11,757,836,79.0,3.0,DID A LOT OF TRAVELING AND THEY (OILSTATES) MADE ME A SWEET OFFER TO COME BACK.,1.0,0.0,0.5
13243,ENRON-pearson-email-25jul02,ula,13,584,611,27.0,2.0,WHAT'S BEEN GOING ON AMIGO.,1.0,0.0,0.875
13258,enron-thread-159550,ula,14,8971,8978,7.0,1.0,"Thanks,",1.0,0.0,0.0
13263,enron-thread-159550,ula,19,9667,9751,84.0,2.0,"I need to forecast the money today, so please let me know what you would like to do.",1.0,0.0,0.875
13268,enron-thread-159550,ula,24,8735,8859,124.0,4.0,Lets wait and try to offset the amount we owe them with what they owe us - so I say wait until you get July and August done.,1.0,0.0,0.875
13270,enron-thread-159550,ula,26,7056,7107,51.0,2.0,header> <body>thats fine - we can't pay them anyway,1.0,0.0,0.875
13273,enron-thread-159550,ula,29,8016,8089,73.0,1.0,"If I can get all of the information today, I can tell you this afternoon.",1.0,0.0,0.0
13281,enron-thread-159550,ula,37,7772,7803,31.0,2.0,I hope Patti can help you soon.,1.0,0.0,0.0
13290,enron-thread-159550,ula,46,8551,8654,103.0,2.0,Thanks you so much for working on these as fast as you have - there was a priority in getting them out.,1.0,0.0,0.75
13294,enron-thread-159550,ula,50,9564,9665,101.0,2.0,"If I go by what is currently in the system as a guide, Pasadena would owe Enron a little over $1 mil.",1.0,0.0,0.0
13295,enron-thread-159550,ula,51,9252,9341,89.0,2.0,I am waiting to hear back from Patti on May and June to make sure they are okay with her.,1.0,0.0,0.8125
