,negativ,,passive,,,,,weak,,,,,,,,,,,reluctant,modif,weaksubj,adj,n,negative
positiv,,,,,,strong,,,,,,,,,,,,,remarkable,modif,strongsubj,adj,n,positive
positiv,,,,,,strong,,,,,,,,,,,,,remarkable,modif,strongsubj,anypos,y,positive
positiv,,,,,,strong,,,,,,,,,,,,,remarkably,ly,strongsubj,anypos,n,positive
positiv,,,,,,,,,,,,,,,,,,,remedy,noun,weaksubj,noun,n,positive
,negativ,,,,,,,,,,,,,,pain,,,,remorse,noun,strongsubj,anypos,y,negative
,negativ,,,,,,,,,,,,,,pain,,,,remorse,noun,strongsubj,noun,n,negative
positiv,,,,,,,,,,,,,,,,,,,renaissance,noun,strongsubj,noun,n,positive
positiv,,,,,,,,,,,,,,,,,,,renewal,noun freq,weaksubj,noun,n,positive
,negativ,active,,,hostile,,,,,,,,,,,,,,renounce,supv other,strongsubj,verb,y,negative
positiv,,active,,,,,,,,,,,,,,,,,renovate,supv,weaksubj,verb,y,positive
positiv,,,,,,,,,,,,,,,,,,,renovation,noun,weaksubj,noun,n,positive
positiv,,,,affil,,,,,,,,,,,,,,,renown,noun,strongsubj,noun,n,positive
,negativ,,,,hostile,,,,,,,,,,,,,,renunciation,noun,strongsubj,noun,n,negative
positiv,,active,,,,strong,,,,,,,,,,,,,repair,noun,weaksubj,noun,n,positive
positiv,,active,,,,strong,,,,,,,,,,,,,repair,noun,weaksubj,verb,y,positive
positiv,,active,,,,strong,,,,,,,,,,,,,repair,supv,weaksubj,noun,n,positive
positiv,,active,,,,strong,,,,,,,,,,,,,repair,supv,weaksubj,verb,y,positive
positiv,,,,,,,,,submit,,,,,,,,,,reparation,noun,weaksubj,noun,n,positive
,,active,,,,,,,,,,,,,,,,,repay,supv,strongsubj,verb,y,positive
,,active,,,hostile,strong,,,,,,,,,,,,,repel,supv,weaksubj,verb,y,negative
positiv,,active,,,,,,,submit,,,,,,,,,,repent,supv,strongsubj,verb,y,positive
positiv,,,,,,,,,submit,,,,,,,,,,repentance,noun,strongsubj,noun,n,positive
,negativ,,,,,,,,,,,,,,,,,,reprehensible,modif,strongsubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,reprehensible,modif,strongsubj,anypos,y,negative
,negativ,active,,,,,power,,,,,,,,,feel,,,repress,supv,weaksubj,verb,y,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,reproach,supv other,strongsubj,adj,n,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,reproach,supv other,strongsubj,noun,n,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,reproach,supv other,strongsubj,verb,y,negative
,negativ,active,,,,strong,,,,,,,,,,,,,repudiate,supv,strongsubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,repugnant,modif,strongsubj,adj,n,negative
,negativ,active,,,hostile,strong,power,,,,,,,,,,,,repulse,supv,weaksubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,repulsive,modif,strongsubj,anypos,n,negative
positiv,,,,,,,,,,,,,,,,,,,reputable,modif,weaksubj,adj,n,positive
positiv,,active,,affil,,,power,,,,,,,,,,,,rescue,noun,weaksubj,noun,n,positive
positiv,,active,,affil,,,power,,,,,,,,,,,,rescue,noun,weaksubj,verb,y,positive
positiv,,active,,affil,,,,,,,,,,,,,,,rescue,supv,weaksubj,noun,n,positive
positiv,,active,,affil,,,,,,,,,,,,,,,rescue,supv,weaksubj,verb,y,positive
,negativ,,passive,,hostile,,,,,,,,,,,,,,resent,supv,strongsubj,verb,y,negative
,negativ,,,,hostile,,,,,,,,,,pain,,,,resentful,modif,strongsubj,adj,n,negative
,negativ,,passive,,hostile,,,,,,,,,,pain,,,,resentment,modif,strongsubj,adj,n,negative
,negativ,,passive,,hostile,,,,,,,,,,pain,,,,resentment,modif,strongsubj,noun,n,negative
,negativ,,,affil,,,,,,,,,,,,,,,resignation,noun,weaksubj,noun,n,negative
,,active,,,hostile,strong,,,,,,,,,,,,,resistance,noun,weaksubj,adj,n,negative
,,active,,,hostile,strong,,,,,,,,,,,,,resistance,noun,weaksubj,noun,n,negative
positiv,,,,,,strong,,,,,,,,,,feel,,,resolute,modif,weaksubj,adj,n,positive
positiv,,active,,,,strong,,,,,,,,pleasur,,,,,resolve,noun,weaksubj,adj,n,positive
positiv,,active,,,,strong,,,,,,,,pleasur,,,,,resolve,noun,weaksubj,noun,n,positive
positiv,,active,,,,strong,,,,,,,,pleasur,,,,,resolve,noun,weaksubj,verb,y,positive
positiv,,active,,,,strong,,,,,,,,,,,,,resolve,supv,weaksubj,adj,n,positive
positiv,,active,,,,strong,,,,,,,,,,,,,resolve,supv,weaksubj,noun,n,positive
positiv,,active,,,,strong,,,,,,,,,,,,,resolve,supv,weaksubj,verb,y,positive
positiv,,,,,,strong,,,,,,,,,,feel,,,resolved,modif,weaksubj,adj,n,positive
positiv,,active,,,,strong,,,,,,,,,,,,,resound,supv,weaksubj,verb,y,positive
positiv,,,,,,strong,,,,,,,,,,,,,resourceful,modif,strongsubj,adj,n,positive
positiv,,,,,,strong,,,,,,,,,,,,,resourcefulness,noun,strongsubj,noun,n,positive
positiv,,,passive,,,,,,submit,,,,,,,,,,respect,supv,strongsubj,adj,n,positive
positiv,,,passive,,,,,,submit,,,,,,,,,,respect,supv,strongsubj,noun,n,positive
positiv,,,passive,,,,,,submit,,,,,,,,,,respect,supv,weaksubj,verb,y,positive
positiv,,,passive,affil,,,,,submit,,,,,,,,,,respect,noun,strongsubj,adj,n,positive
positiv,,,passive,affil,,,,,submit,,,,,,,,,,respect,noun,strongsubj,noun,n,positive
positiv,,,passive,affil,,,,,submit,,,,,,,,,,respect,noun,weaksubj,verb,y,positive
positiv,,,passive,affil,,,,,submit,,,,,,,,,,respect,supv,strongsubj,adj,n,positive
positiv,,,passive,affil,,,,,submit,,,,,,,,,,respect,supv,strongsubj,noun,n,positive
positiv,,,passive,affil,,,,,submit,,,,,,,,,,respect,supv,weaksubj,verb,y,positive
positiv,,,,,,,,,,,,,,,,,,,respectable,modif,strongsubj,adj,n,positive
positiv,,,,,,,,,submit,,,,,,,,,,respectful,modif,strongsubj,anypos,n,positive
positiv,,,,,,,,,,,,,,pleasur,,,,,respite,noun,strongsubj,noun,n,positive
positiv,,,,,,,power,,,,,,,,,,,,resplendent,modif,strongsubj,adj,n,positive
positiv,,,,,,,power,,,,,,,,,,,,responsibility,noun,weaksubj,noun,n,positive
positiv,,,,,,,power,,,,,,,,,,,,responsible,modif,weaksubj,adj,n,positive
positiv,,,,affil,,,,,,,,,,,,,,,responsive,modif,weaksubj,adj,n,positive
positiv,,,,,,,,,,,,,,pleasur,,,,,restful,modif,weaksubj,adj,n,positive
,negativ,,,,,,,,,,,,,,,,,,restless,modif,weaksubj,adj,n,negative
,negativ,,,,,,,,,,,,,,pain,,,,restlessness,noun,weaksubj,noun,n,negative
positiv,,,,affil,,,,,,,,,,,,,,,restoration,noun,weaksubj,noun,n,positive
positiv,,active,,,,strong,,,,,,,,,,,,,restore,supv,weaksubj,verb,y,positive
,,,,,,strong,power,,,,,,,,,,,,restraint,noun,weaksubj,adj,n,positive
,,,,,,strong,power,,,,,,,,,,,,restraint,noun,weaksubj,noun,n,positive
,negativ,active,,,hostile,strong,power,,,,,,,,,,,,restrict,supv pfreq,weaksubj,verb,y,negative
,negativ,,passive,,,,power,weak,,,,,,,,,,,restrict,modif,weaksubj,verb,y,negative
,negativ,,,,,strong,,,,,,,,,,,,,restrict,modif,weaksubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,restriction,noun,weaksubj,noun,n,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,retaliate,supv,weaksubj,verb,y,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,retard,supv,weaksubj,verb,y,negative
,negativ,active,,,,,,,,,,,,,,,,,retire,supv,weaksubj,verb,y,negative
,negativ,active,,,,,,weak,,,,,,,,,,,retreat,noun,weaksubj,noun,n,negative
,negativ,active,,,,,,weak,,,,,,,,,,,retreat,noun,weaksubj,verb,y,negative
,negativ,active,,,,,,weak,,,,,,,,,,,retreat,supv,weaksubj,noun,n,negative
,negativ,active,,,,,,weak,,,,,,,,,,,retreat,supv,weaksubj,verb,y,negative
positiv,,active,,,,,,,,,,,,,,,,,reunite,supv,weaksubj,verb,y,positive
,,,passive,,,,,,,,,,,,,,,,reveal,modif,weaksubj,anypos,y,neutral
positiv,,active,,,,,,,,,,,,pleasur,,,,,revel,supv,strongsubj,adj,n,positive
positiv,,active,,,,,,,,,,,,pleasur,,,,,revel,supv,strongsubj,noun,n,positive
positiv,,active,,,,,,,,,,,,pleasur,,,,,revel,supv,strongsubj,verb,y,positive
positiv,,,,,,,,,,,,,,,,,,,revelation,noun,weaksubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,revelation,noun,weaksubj,noun,n,positive
,negativ,,,,hostile,,,,,,,,,,,,,,revenge,noun,strongsubj,noun,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,revenge,noun,strongsubj,verb,y,negative
positiv,,active,,affil,,,,,submit,,,,,,,,,,revere,supv,strongsubj,verb,y,positive
positiv,,,,affil,,,,,submit,,,,,,,,,,reverence,noun,strongsubj,noun,n,positive
positiv,,,,affil,,,,,submit,,,,,,,,,,reverent,modif,strongsubj,adj,n,positive
positiv,,active,,affil,,,,,submit,,,,,,,,,,reverently,modif,strongsubj,adverb,n,positive
,negativ,active,,,,,,weak,,,,,,,,,,,revert,supv,weaksubj,verb,y,negative
positiv,,active,,affil,,,,,,,,,,,,,,,revitalize,supv,weaksubj,verb,y,positive
positiv,,,,,,,,,,,,,,,,,,,revival,noun,weaksubj,noun,n,positive
positiv,,active,,,,strong,,,,,,,,,,,,,revive,supv,weaksubj,verb,y,positive
,negativ,active,,,,,,,,,,,,,,,,,revoke,supv,weaksubj,verb,y,negative
,negativ,active,,affil,hostile,,,,,,,,,,,,,,revolt,supv,weaksubj,verb,y,negative
,negativ,,,,hostile,,,,,,,,,,,,,,revolution,noun strn,weaksubj,adj,n,positive
,negativ,,,,hostile,,,,,,,,,,,,,,revolution,noun strn,weaksubj,noun,n,positive
positiv,,,,,,strong,,,,,,,,,,,,,reward,noun,strongsubj,verb,y,positive
positiv,,active,,,,strong,,,,,,,,,,,,,reward,supv,strongsubj,verb,y,positive
positiv,,,,,,strong,,,,,,,,,,,,,reward,modif,strongsubj,verb,y,positive
positiv,,,,,,strong,,,,,,,,,,,,,rich,modif,weaksubj,adj,n,positive
positiv,,,,,,strong,,,,,,,,,,,,,rich,modif,weaksubj,adj,n,positive
positiv,,,,,,strong,,,,,,,,,,,,,rich,modif,weaksubj,adj,n,positive
positiv,,,,,,strong,,,,,,,,,,,,,rich,modif,weaksubj,adj,n,positive
positiv,,,,,,strong,,,,,,,,,,,,,rich,ly,weaksubj,adj,n,positive
positiv,,,,,,strong,power,,,,,,,,,,,,rich,noun,weaksubj,adj,n,positive
positiv,,,,,,,power,,,,,,,,,,,,riches,noun,weaksubj,noun,n,positive
positiv,,,,,,,power,,,,,,,,,,,,richness,noun,strongsubj,noun,n,positive
,negativ,active,,,hostile,,,,,,,,,,,,,,rid,supv,strongsubj,verb,y,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,ridicule,noun,strongsubj,noun,n,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,ridicule,noun,strongsubj,verb,y,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,ridicule,supv,strongsubj,noun,n,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,ridicule,supv,strongsubj,verb,y,negative
,negativ,,,,,,,weak,,,,,,,,,,,ridiculous,modif,strongsubj,anypos,n,negative
positiv,,,,,,strong,power,,,,,,,,,,,,right,noun,weaksubj,adj,n,positive
positiv,,,,,,strong,power,,,,,,,,,,,,right,noun,weaksubj,noun,n,positive
positiv,,,,,,strong,power,,,,,,,,,,,,right,noun,strongsubj,verb,y,positive
,,,,,,strong,,,,,,,,,,,,,right,ly,weaksubj,adj,n,positive
,,,,,,strong,,,,,,,,,,,,,right,ly,weaksubj,noun,n,positive
,,,,,,strong,,,,,,,,,,,,,right,ly,strongsubj,verb,y,positive
,,,,,,,,,,yes,,,,,,,,,right,modif,weaksubj,adj,n,positive
,,,,,,,,,,yes,,,,,,,,,right,modif,weaksubj,noun,n,positive
,,,,,,,,,,yes,,,,,,,,,right,modif,strongsubj,verb,y,positive
,,,,,,,,,,yes,,,intrj,,,,,,right,noun,weaksubj,adj,n,positive
,,,,,,,,,,yes,,,intrj,,,,,,right,noun,weaksubj,noun,n,positive
,,,,,,,,,,yes,,,intrj,,,,,,right,noun,strongsubj,verb,y,positive
positiv,,,,,,strong,,,,,,,,,,,,,right,supv,weaksubj,adj,n,positive
positiv,,,,,,strong,,,,,,,,,,,,,right,supv,weaksubj,noun,n,positive
positiv,,,,,,strong,,,,,,,,,,,,,right,supv,strongsubj,verb,y,positive
positiv,,,,,,,power,,,,,,,,,,,,righteous,modif,strongsubj,adj,n,positive
positiv,,,,,,,power,,,,,,,,,,,,righteousness,noun,strongsubj,noun,n,positive
positiv,,,,,,,,,,,,,,,,,,,rightful,modif,strongsubj,adj,n,positive
,negativ,,,,,,,,,,,,,,,feel,,,rigid,modif,weaksubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,rigor,noun,weaksubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,rigorous,modif,weaksubj,adj,n,negative
positiv,,,,,,,,,,,,,,,,,,,ripe,modif,weaksubj,adj,n,positive
,,active,,,,,,,,,,,,,,,,,risk,supv,weaksubj,adj,n,negative
,,active,,,,,,,,,,,,,,,,,risk,supv,weaksubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,risky,modif,weaksubj,adj,n,negative
,negativ,,,,hostile,strong,,,,,,,,,,,,,rival,noun,weaksubj,noun,n,negative
,negativ,,,,hostile,strong,,,,,,,,,,,,,rival,noun,weaksubj,verb,y,negative
,negativ,,,,,strong,,,,,,,,,,,,,rival,supv,weaksubj,noun,n,negative
,negativ,,,,,strong,,,,,,,,,,,,,rival,supv,weaksubj,verb,y,negative
,negativ,,,,hostile,,,,,,,,,,,,,,rivalry,noun,weaksubj,noun,n,negative
positiv,,,,,,strong,,,,,,,,,,,,,robust,modif,weaksubj,adj,n,positive
,negativ,,,,hostile,,,,,,,,,,,,,,rogue,noun,strongsubj,adj,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,rogue,noun,strongsubj,noun,n,negative
positiv,,,,affil,,,,,,,,,,pleasur,,,,,romantic,modif,strongsubj,anypos,y,positive
positiv,,active,,,,,,,,,,,,pleasur,,,,,romanticize,supv other,strongsubj,verb,y,positive
positiv,,,,,,,,,,,,,,pleasur,,,,,rosy,modif,strongsubj,adj,n,positive
,negativ,,passive,,,,,,,,,,,,,,,,rot,supv,weaksubj,noun,n,negative
,negativ,,passive,,,,,,,,,,,,,,,,rot,supv,weaksubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,rotten,modif,strongsubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,rough,modif pfreq,weaksubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,rubbish,noun,strongsubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,rude,modif,strongsubj,adj,n,negative
,negativ,,,,,,,,,,,,,,pain,,,,rue,supv,strongsubj,adj,n,negative
,negativ,,,,,,,,,,,,,,pain,,,,rue,supv,strongsubj,verb,y,negative
,negativ,,,,hostile,,,,,,,,,,,,,,ruffian,noun,strongsubj,noun,n,negative
,negativ,,,,,,,weak,,,,,,,,,,,ruin,noun,weaksubj,adj,n,negative
,negativ,,,,,,,weak,,,,,,,,,,,ruin,noun,weaksubj,noun,n,negative
,negativ,,,,,,,weak,,,,,,,,,,,ruin,noun,weaksubj,verb,y,negative
,negativ,active,,,,strong,,,,,,,,,,,,,ruin,supv,weaksubj,adj,n,negative
,negativ,active,,,,strong,,,,,,,,,,,,,ruin,supv,weaksubj,noun,n,negative
,negativ,active,,,,strong,,,,,,,,,,,,,ruin,supv,weaksubj,verb,y,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,ruin,modif,weaksubj,adj,n,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,ruin,modif,weaksubj,noun,n,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,ruin,modif,weaksubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,ruin,noun,weaksubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,ruin,noun,weaksubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,ruin,noun,weaksubj,verb,y,negative
,negativ,,,,hostile,,,,,,,,,,,,,,ruinous,modif,weaksubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,rumor,noun,strongsubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,rumor,noun,strongsubj,noun,n,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,rumple,supv,strongsubj,verb,y,negative
,negativ,,,,,,,weak,,,,,,,,,,,runaway,noun,strongsubj,verb,n,negative
,negativ,,,,,,,,,,,,,,,,,,rupture,noun,weaksubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,rupture,noun,weaksubj,verb,y,negative
,negativ,,,,hostile,,,weak,,,,,,,,,,,rupture,supv,weaksubj,noun,n,negative
,negativ,,,,hostile,,,weak,,,,,,,,,,,rupture,supv,weaksubj,verb,y,negative
,negativ,,,,,,,weak,,,,,,,,,,,rusty,modif,strongsubj,adj,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,ruthless,modif,strongsubj,adj,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,ruthlessness,noun,strongsubj,noun,n,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,sabotage,supv other,strongsubj,verb,y,negative
positiv,,,,,,,,,,,,,,,,,,,sacred,modif,strongsubj,adj,n,positive
,,,,,,,,,submit,,,,,,,,,,sacrifice,supv,strongsubj,adj,n,negative
,,,,,,,,,submit,,,,,,,,,,sacrifice,supv,strongsubj,noun,n,negative
,negativ,,passive,,,,,,,,,,,,pain,,,,sad,modif pfreq,strongsubj,adj,n,negative
,negativ,,passive,,,,,,,,,,,,pain,,,,sad,modif pfreq,strongsubj,anypos,y,negative
,negativ,,passive,,,,,,,,,,,,pain,,,,sadness,noun,strongsubj,noun,n,negative
positiv,,,,,,,,,,,,,,,,,,,safe,modif,weaksubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,safe,modif,weaksubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,safe,modif,weaksubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,safe,modif,weaksubj,adj,n,positive
positiv,,active,,,,,power,,,,,,,,,,,,safeguard,supv other,strongsubj,verb,y,positive
,negativ,,passive,,,,,weak,submit,,,,,,,,,,sag,supv,weaksubj,verb,y,negative
positiv,,,,,,strong,,,,,,,,,,,,,sagacity,noun,strongsubj,noun,n,positive
positiv,,,,,,strong,,,,,,,,,,,,,sage,modif,strongsubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,saint,noun,strongsubj,noun,n,positive
positiv,,,,,,,,,,,,,,,,,,,salutary,modif,strongsubj,adj,n,positive
positiv,,active,,,,,,,submit,,,,,,,,,,salute,supv other,strongsubj,verb,y,positive
positiv,,,,,,,,,,,,,,,,,,,salvation,noun,strongsubj,noun,n,positive
positiv,,active,,affil,,,,,,,,,,,,,,,sanctify,supv other,strongsubj,verb,y,positive
,,,,,,strong,power,,,,,,,,,,,,sanction,noun,strongsubj,verb,y,positive
,,,passive,,,strong,power,,,,,,,,,,,,sanction,supv,strongsubj,verb,y,positive
positiv,,,,,,,,,,,,,,,,,,,sanctuary,noun,strongsubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,sanctuary,noun,strongsubj,noun,n,positive
positiv,,,,,,,,,,,,,,,,,,,sane,modif,strongsubj,adj,n,positive
positiv,,,,,,,,,,,,,,pleasur,,,,,sanguine,modif,strongsubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,sanity,noun,strongsubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,sanity,noun,strongsubj,noun,n,positive
,negativ,,,,,,,weak,submit,,,,,,,,,,sap,noun,strongsubj,verb,y,negative
,negativ,,,,hostile,,,,,,,,,,,,,,sarcasm,noun,strongsubj,noun,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,sarcastic,modif,strongsubj,adj,n,negative
positiv,,,passive,,,,,,,,,,,pleasur,,,,,satisfaction,noun,strongsubj,adj,n,positive
positiv,,,passive,,,,,,,,,,,pleasur,,,,,satisfaction,noun,strongsubj,noun,n,positive
positiv,,,,,,,,,,,,,,,,,,,satisfactorily,modif,strongsubj,adverb,n,positive
positiv,,,,,,,,,,,,,,,,,,,satisfactory,modif,strongsubj,adj,n,positive
positiv,,,,affil,,strong,,,,,,,,,,,,,satisfy,supv,weaksubj,verb,y,positive
positiv,,,passive,,,,,,,,,,,pleasur,,,,,satisfy,modif,weaksubj,verb,y,positive
positiv,,,,,,strong,,,,,,,,,,,,,satisfy,modif,weaksubj,verb,y,positive
,negativ,,,,hostile,,,,,,,,,,,,,,savage,modif,strongsubj,adj,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,savage,modif,strongsubj,noun,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,savage,modif,strongsubj,verb,y,negative
positiv,,,passive,,,,,,,,,,,pleasur,,,need,,savor,supv,weaksubj,verb,y,positive
positiv,,,,,,strong,,,,,,,,,,,,,savvy,noun,strongsubj,adj,n,positive
,negativ,,,,,,,,,,,,,,,,,,scandal,noun,weaksubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,scandal,noun,weaksubj,noun,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,scandalous,modif,strongsubj,anypos,n,negative
,,,,,,,,weak,,,,,,,,,,,scant,modif,weaksubj,adj,n,negative
,negativ,,,,,,,weak,,,,,,,,,,,scapegoat,noun,strongsubj,noun,n,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,scar,noun,strongsubj,noun,n,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,scar,noun,strongsubj,verb,y,negative
,,,,,,,,weak,,,,,,,,,,,scarce,modif,weaksubj,adj,n,negative
,,,,,,,,weak,,,,,,,,,,,scarcely,ly,strongsubj,anypos,n,negative
,negativ,,,,,,,,,,,,,,,,need,,scarcity,noun,weaksubj,noun,n,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,scare,supv,strongsubj,verb,y,negative
,negativ,,passive,,,,,weak,submit,,,,,,pain,,,,scare,noun,strongsubj,verb,y,negative
,,active,,,,,,,,,,,,,,,,,scare,supv,strongsubj,verb,y,negative
,negativ,,passive,,,,,weak,submit,,,,,,pain,,,,scared,modif pfreq,strongsubj,adj,n,negative
,negativ,,,,hostile,strong,,,,,,,,,,,,,scared,supv ed,strongsubj,adj,n,negative
,negativ,,,,,,,,,,,,,,pain,,,,scary,modif,strongsubj,adj,n,negative
,negativ,,,,,,,,,,,,,,pain,,,,scary,modif,strongsubj,anypos,n,negative
,negativ,,,,,,,,,,,,,,,,,,scheme,noun,weaksubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,scheme,noun,weaksubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,scheme,supv,weaksubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,scheme,supv,weaksubj,verb,y,negative
,negativ,,,,,,power,,,,,,,,,,,,scoff,supv,strongsubj,verb,y,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,scold,supv pfreq,strongsubj,verb,y,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,scold,noun,strongsubj,verb,y,negative
,negativ,,,,hostile,,,,,,,,,,,,,,scorn,noun,strongsubj,verb,y,negative
,negativ,,,,hostile,,,,,,,,,,,,,,scornful,modif,strongsubj,anypos,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,scoundrel,noun,strongsubj,noun,n,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,scowl,supv,strongsubj,noun,n,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,scowl,supv,strongsubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,scream,noun,strongsubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,scream,supv pfreq,strongsubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,screech,noun,strongsubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,screech,noun,strongsubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,screech,supv,strongsubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,screech,supv,strongsubj,verb,y,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,screw,supv,weaksubj,verb,y,negative
positiv,,,,,,,,,,,,,,,,,,,scruples,noun,strongsubj,noun,n,positive
positiv,,,,,,,,,,,,,,,,,,,scrupulous,modif,strongsubj,adj,n,positive
,negativ,active,,,,,,,,,,,,,,,,,scrutinize,supv,strongsubj,verb,y,neutral
,negativ,,,,,,,,,,,,,,,,,,scum,noun,strongsubj,noun,n,negative
,,active,,,,strong,,,,,,,,,,,,,secure,supv,weaksubj,adj,n,positive
positiv,,,,,,,,,,,,,,pleasur,,,,,secure,modif,weaksubj,adj,n,positive
positiv,,,,,,strong,,,,,,,,,,,,,secure,ly,weaksubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,security,handels,weaksubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,security,handels,weaksubj,noun,n,positive
positiv,,,,,,,,,,,,,,,,,,,security,noun,weaksubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,security,noun,weaksubj,noun,n,positive
,negativ,,,,,,,,,,,,,,,,,,sedentary,modif,weaksubj,adj,n,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,seethe,supv,strongsubj,verb,y,negative
positiv,,active,,,,,,,,,,,,,,,,,selective,modif,weaksubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,self-respect,noun,strongsubj,noun,n,positive
,negativ,,,,,,,,,,,,,,,,,,selfish,modif,strongsubj,anypos,n,negative
,negativ,,,,,,,,,,,,,,,feel,need,,selfishness,modif,strongsubj,noun,n,negative
positiv,,,,,,,,,,,,,,,,,,,semblance,noun,weaksubj,noun,n,positive
,negativ,,,,,,,,,,,,,,,,,,senile,modif,strongsubj,adj,n,negative
positiv,,,,,,strong,,,,,,,,,,,,,sensational,modif,strongsubj,anypos,n,positive
,,,passive,,,,,,,,,,,,,,,,sense,noun,weaksubj,adj,n,positive
,,,passive,,,,,,,,,,,,,,,,sense,noun,weaksubj,verb,y,positive
,,,passive,,,,,,,,,,,,,,,,sense,noun,weaksubj,noun,n,positive
positiv,,,,,,,,,,,,,,,,,,,sense,noun,weaksubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,sense,noun,weaksubj,verb,y,positive
positiv,,,,,,,,,,,,,,,,,,,sense,noun,weaksubj,noun,n,positive
positiv,,,,,,,,,,,,,,,,,,,sense,noun,weaksubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,sense,noun,weaksubj,verb,y,positive
positiv,,,,,,,,,,,,,,,,,,,sense,noun,weaksubj,noun,n,positive
,,,passive,,,,,,,,,,,,,,,,sense,supv,weaksubj,adj,n,positive
,,,passive,,,,,,,,,,,,,,,,sense,supv,weaksubj,verb,y,positive
,,,passive,,,,,,,,,,,,,,,,sense,supv,weaksubj,noun,n,positive
,negativ,,,,,,,,,,,,,,,,,,senseless,modif,strongsubj,adj,n,negative
positiv,,,,,,,,,,,,,,,,,,,sensible,modif,strongsubj,anypos,n,positive
